,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
196,경기도 수원시 영통구 매탄동 111-85번지,41117,10100,0,111,85,10841237179,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 24-10 (매탄동),,,,,0,4.11E+11,10101,0,24,10,,0,주건축물,227.1,134.13,59.06,315.07,206.92,91.11,11,벽돌구조,연와조,1000,단독주택,주택(7),10,(철근)콘크리트,슬라브,0,7,7.9,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,매탄2동
198,경기도 수원시 영통구 매탄동 111-87번지,41117,10100,0,111,87,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 24-14 (매탄동),호선빌,,,,0,4.11E+11,10101,0,24,14,호선빌,0,주건축물,284,169.36,59.63,476.35,476.35,167.73,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,8,14,4,0,1,0,0,0,476.35,0,0,0,0,2,8,6,75,매탄2동
202,경기도 수원시 영통구 매탄동 111-91번지,41117,10100,0,111,91,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 23-1 (매탄동),,,,,0,4.11E+11,10101,0,23,1,,0,주건축물,225.1,134.35,59.68,458.23,458.23,203.57,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제2종근린생활시설)",90,기타지붕,기타지붕,0,7,14.9,5,0,1,0,0,0,458.23,0,0,0,0,6,8,2,23,매탄2동
204,경기도 수원시 영통구 매탄동 111-93번지,41117,10100,0,111,93,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로27번길 20-9 (매탄동),상우빌딩,,,,0,4.11E+11,10101,0,20,9,상우빌딩,0,주건축물,240.7,133.28,55.37,430.83,430.83,178.99,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,12.75,4,0,0,0,0,0,430.83,0,0,0,0,0,6,6,69,매탄2동
213,경기도 수원시 영통구 매탄동 111-102번지,41117,10100,0,111,102,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 23-13 (매탄동),,,,,0,4.11E+11,10101,0,23,13,,0,주건축물,201.2,118.94,59.12,389.87,389.87,193.77,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택외1,10,(철근)콘크리트,(철근)콘크리트,0,5,14.1,4,0,1,0,0,0,389.87,0,0,0,0,3,5,2,23,매탄2동
216,경기도 수원시 영통구 매탄동 111-105번지,41117,10100,0,111,105,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 23-7 (매탄동),,,,,0,4.11E+11,10101,0,23,7,주건축물제1동,0,주건축물,230.1,136.97,59.53,413.21,413.21,179.58,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"다가구주택,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,6,14.3,4,0,1,0,0,0,413.21,0,0,0,0,0,6,6,30.96,매탄2동
217,경기도 수원시 영통구 매탄동 111-106번지,41117,10100,0,111,106,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 23-5 (매탄동),,,,,0,4.11E+11,10101,0,23,5,,0,주건축물,231.9,138.34,59.66,398.84,398.84,171.99,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택(5가구)),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.9,4,0,0,0,0,0,398.84,0,0,0,0,3,5,2,23,매탄2동
220,경기도 수원시 영통구 매탄동 111-109번지,41117,10100,0,111,109,10841237203,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 27 (매탄동),,,,,0,4.11E+11,10101,0,27,0,,0,주건축물,248.8,143.74,57.77,451.49,413.85,166.33,11,벽돌구조,연와조,1000,단독주택,주택(8가구),10,(철근)콘크리트,슬라브,0,8,9.5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
223,경기도 수원시 영통구 매탄동 111-112번지,41117,10100,0,111,112,10841237206,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로35번길 23-12 (매탄동),,,,,0,4.11E+11,10101,0,23,12,,0,주건축물,248.7,123.04,49.47,381.07,274.03,110.18,11,벽돌구조,"벽돌구조,경량철골구조",1000,단독주택,단독주택(다가구주택:6가구),90,기타지붕,기타지붕(샌드위치판넬),0,6,10.9,3,1,0,0,0,0,381.07,0,0,0,0,0,2,2,23.5,매탄2동
231,경기도 수원시 영통구 매탄동 111-120번지,41117,10100,0,111,120,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로27번길 36-5 (매탄동),,,,,0,4.11E+11,10101,0,36,5,,0,주건축물,225.9,134.57,59.57,451.66,451.66,199.94,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택-6가구),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,6,15,5,0,1,0,0,0,451.66,0,0,0,0,6,8,2,23,매탄2동
236,경기도 수원시 영통구 매탄동 111-125번지,41117,10100,0,111,125,10841237219,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로27번길 48 (매탄동),,,,,0,4.11E+11,10101,0,48,0,,0,주건축물,216.4,113.31,52.36,352.26,315.3,145.7,11,벽돌구조,"연와조, 라멘조",1000,단독주택,"단독주택, 제1종근린생활시설",10,(철근)콘크리트,슬라브,0,4,9.5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
245,경기도 수원시 영통구 매탄동 111-134번지,41117,10100,0,111,134,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매봉로27번길 39 (매탄동),,,,,0,4.11E+11,10101,0,39,,주건축물제1동,0,주건축물,216.9,129.7,59.8,443.64,443.64,204.54,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.95,5,0,1,0,0,0,443.64,0,0,0,0,0,6,6,69,매탄2동
255,경기도 수원시 영통구 매탄동 111-144번지,41117,10100,0,111,144,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로90번길 5 (매탄동),,,,,0,4.11E+11,10101,0,5,,다올,0,주건축물,217.6,129.39,59.46,410.17,410.17,188.5,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(5가구),10,(철근)콘크리트,경사지붕,0,5,14,4,0,1,0,0,0,410.17,0,0,0,0,3,5,2,23,매탄2동
261,경기도 수원시 영통구 매탄동 111-150번지,41117,10100,0,111,150,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 47 (매탄동),채원빌,,,,0,4.11E+11,10101,0,47,0,채원빌,0,주건축물,226.9,135.99,59.93,376.42,376.42,165.9,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,7,13.1,4,0,1,0,0,0,376.42,0,0,0,0,5,7,2,25,매탄2동
264,경기도 수원시 영통구 매탄동 111-153번지,41117,10100,0,111,153,10841237247,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 39 (매탄동),,,,,0,4.11E+11,10101,0,39,0,,0,주건축물,245.8,147.43,59.98,496.26,380.59,154.84,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,17,9.55,3,1,0,0,0,0,496.26,0,0,0,0,2,4,2,23,매탄2동
268,경기도 수원시 영통구 매탄동 111-157번지,41117,10100,0,111,157,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 23-6 (매탄동),,,,,0,4.11E+11,10101,0,23,6,,0,주건축물,216.6,129.28,59.69,420.65,420.65,194.21,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,13.45,4,0,0,0,0,0,420.65,0,0,0,0,4,5,1,11.5,매탄2동
288,경기도 수원시 영통구 매탄동 115-4번지,41117,10100,0,115,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로10번길 12-2 (매탄동),,,,,1,4.11E+11,10101,0,12,2,,0,주건축물,251,149.76,59.67,457.69,441.97,176.08,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,8,14.9,4,0,1,0,0,0,457.69,0,0,0,0,8,8,0,0,매탄2동
289,경기도 수원시 영통구 매탄동 115-7번지,41117,10100,0,115,7,10841237265,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로10번길 12-6 (매탄동),,,,,1,4.11E+11,10101,0,12,6,,0,주건축물,240.8,135.94,56.45,348.35,348.35,144.66,19,기타조적구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,7,9.8,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
290,경기도 수원시 영통구 매탄동 115-8번지,41117,10100,0,115,8,10841237266,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로10번길 6-5 (매탄동),,,,,0,4.11E+11,10101,0,6,5,,0,주건축물,170,100.79,59.29,270.5,270.5,159.12,19,기타조적구조,조적조,1000,단독주택,다가구주택(5),10,(철근)콘크리트,슬라브,0,5,9.5,3,0,0,0,0,0,0,0,0,0,0,0,2,2,24,매탄2동
292,경기도 수원시 영통구 매탄동 115-10번지,41117,10100,0,115,10,10841237268,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로10번길 6 (매탄동),,,,,0,4.11E+11,10101,0,6,0,,0,주건축물,174,102.34,58.86,274.19,173.61,99.78,11,벽돌구조,연와조,1000,단독주택,주택(6),10,(철근)콘크리트,슬라브,0,6,7.8,2,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,매탄2동
294,경기도 수원시 영통구 매탄동 115-13번지,41117,10100,0,115,13,10841237270,1,일반,2,일반건축물,경기도 수원시 영통구 산남로 83-15 (매탄동),,,,,0,4.11E+11,10101,0,83,15,,0,주건축물,242,137.38,56.77,504.02,385.24,159.19,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[12가구],10,(철근)콘크리트,평슬라브,0,12,13.2,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄2동
297,경기도 수원시 영통구 매탄동 121-6번지,41117,10100,0,121,6,10841237273,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로10번길 14-19 (매탄동),,,,,0,4.11E+11,10101,0,14,19,,0,주건축물,232,137.61,59.31,347.85,347.85,149.93,11,벽돌구조,연와조,1000,단독주택,주택(6가구),10,(철근)콘크리트,슬라브,0,6,9.5,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
305,경기도 수원시 영통구 매탄동 127-7번지,41117,10100,0,127,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 29-1 (매탄동),찬영타운,,,,0,4.11E+11,10101,0,29,1,,0,주건축물,170.3,101.76,59.753376,235.4,235.4,138.22665,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,5,12,4,0,0,0,0,0,235.4,0,0,0,0,5,5,0,0,매탄2동
307,경기도 수원시 영통구 매탄동 127-27번지,41117,10100,0,127,27,10841237281,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 288 (매탄동),홍신빌딩,,,,0,4.11E+11,10101,0,288,0,,0,주건축물,833,465.46,55.88,2707.21,2081.02,249.82,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1종근린생활시설,제2종근린생활시설,업무시설",10,(철근)콘크리트,(철근)콘크리트,0,0,19.1,5,1,1,0,0,0,2707.21,0,0,0,0,17,18,1,16.5,매탄1동
308,경기도 수원시 영통구 매탄동 127-35번지,41117,10100,0,127,35,10841237283,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 509 (매탄동),,,,,0,4.11E+11,10101,0,509,0,,0,주건축물,177,105.8,59.77,399.2,399.2,225.54,21,철근콘크리트구조,라멘조,1000,단독주택,"주택, 제1종근린생활시설, 제2종근린생활시설",10,(철근)콘크리트,평스라브,0,2,13.9,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,매탄1동
312,경기도 수원시 영통구 매탄동 127-46번지,41117,10100,0,127,46,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로514번길 16 (매탄동),,,,,1,4.11E+11,10101,0,16,0,,0,주건축물,304.9,182.24,59.77,489.89,489.89,160.67,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(8가구)/근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,8,12.7,4,0,1,0,0,0,489.89,0,0,0,0,6,8,2,23,매탄2동
313,경기도 수원시 영통구 매탄동 127-47번지,41117,10100,0,127,47,10841237288,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 28-3 (매탄동),,,,,0,4.11E+11,10101,0,28,3,,0,주건축물,196.4,114.9,58.5,429.45,323.11,164.52,21,철근콘크리트구조,RC조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,슬라브,0,5,9.3,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
315,경기도 수원시 영통구 매탄동 127-66번지,41117,10100,0,127,66,10841237290,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 510 (매탄동),,,,,1,4.11E+11,10101,0,510,0,,0,주건축물,182,107.59,59.12,305.17,305.17,167.68,31,일반철골구조,일반철골구조,3000,제1종근린생활시설,"제1,2종근린생활시설, 단독주택[1가구]",90,기타지붕,기타지붕,0,1,10.9,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄2동
318,경기도 수원시 영통구 매탄동 127-72번지,41117,10100,0,127,72,10841237293,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 23 (매탄동),,,,,2,4.11E+11,10101,0,23,,,0,주건축물,312.7,179.74,57.48,493.9,493.9,157.95,21,철근콘크리트구조,철근콘크리트조및연와조,1000,단독주택,"제1,2종근린생활시설, 주택(3가구)",10,(철근)콘크리트,슬라브,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄2동
320,경기도 수원시 영통구 매탄동 129-8번지,41117,10100,0,129,8,10841237296,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 22 (매탄동),,,,,0,4.11E+11,10101,0,22,0,,0,주건축물,280.6,165.16,58.86,720.02,561.02,199.94,21,철근콘크리트구조,"라멘조, 경량철골조, 연와조",1000,단독주택,"주택[9가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,9,12.8,4,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄1동
321,경기도 수원시 영통구 매탄동 129-10번지,41117,10100,0,129,10,10841237297,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 503 (매탄동),,,,,0,4.11E+11,10101,0,503,0,,0,주건축물,528,303.35,57.45,595.41,551.91,104.53,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,슬라브,0,1,11.8,4,1,0,0,0,0,595.41,0,0,0,0,0,6,6,69,매탄1동
326,경기도 수원시 영통구 매탄동 130-3번지,41117,10100,0,130,3,10841237302,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 42-10 (매탄동),,,,,0,4.11E+11,10101,0,42,10,,0,주건축물,227.7,136.22,59.82,518.04,389.29,170.97,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,16,9.7,3,1,0,0,0,0,518.04,0,0,0,0,2,4,2,23,매탄2동
345,경기도 수원시 영통구 매탄동 130-22번지,41117,10100,0,130,22,10841237320,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 54 (매탄동),,,,,0,4.11E+11,10101,0,54,,,0,주건축물,211.1,125.16,59.29,443.62,443.62,210.15,31,일반철골구조,일반철골구조,1000,단독주택,"단독주택[4가구],제2종근린생활시설",90,기타지붕,기타지붕,0,4,14.3,4,0,0,0,0,0,443.62,0,0,0,0,2,3,1,11.5,매탄2동
359,경기도 수원시 영통구 매탄동 130-36번지,41117,10100,0,130,36,10841237334,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 86-36 (매탄동),,,,,0,4.11E+11,10101,0,86,36,,0,주건축물,218.7,130.28,59.57,487.68,366.04,167.37,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[18가구],10,(철근)콘크리트,평슬라브,0,18,10.3,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄2동
360,경기도 수원시 영통구 매탄동 130-37번지,41117,10100,0,130,37,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로514번길 43-12 (매탄동),,,,,0,4.11E+11,10101,0,43,12,,0,주건축물,225.1,133.62,59.36,423.17,423.17,187.99,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택-7가구),근린생활시설",10,(철근)콘크리트,(철근)콘크리트(아스팔트슁글),0,7,12.6,4,0,0,0,0,0,423.17,0,0,0,0,2,7,5,57.5,매탄2동
362,경기도 수원시 영통구 매탄동 130-39번지,41117,10100,0,130,39,10841237337,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로514번길 43-20 (매탄동),,,,,0,4.11E+11,10101,0,43,20,,0,주건축물,225.2,134.16,59.57,431.98,309.87,137.6,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트(평스라브),0,13,10.3,3,1,0,0,0,0,431.98,0,0,0,0,0,4,4,47,매탄2동
363,경기도 수원시 영통구 매탄동 130-40번지,41117,10100,0,130,40,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로514번길 43-22 (매탄동),,,,,0,4.11E+11,10101,0,43,22,,0,주건축물,225.4,134.62,59.72,404.43,404.43,179.43,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(6가구)외1,10,(철근)콘크리트,경사지붕,0,6,14.85,4,0,0,0,0,0,404.43,0,0,0,0,0,6,6,69,매탄2동
368,경기도 수원시 영통구 매탄동 130-45번지,41117,10100,0,130,45,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 86-12 (매탄동),,,,,0,4.11E+11,10101,0,86,12,,0,주건축물,229.6,136.8,59.58,432.16,432.16,188.22,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구) 및 근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,7,12,4,0,1,0,0,0,432.16,0,0,0,0,0,7,7,80.5,매탄2동
370,경기도 수원시 영통구 매탄동 130-47번지,41117,10100,0,130,47,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로40번길 86-18 (매탄동),,,,,0,4.11E+11,10101,0,86,18,,0,주건축물,229.4,137.63,60,428.5,428.5,186.79,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,7,12.2,4,0,0,0,0,0,428.5,0,0,0,0,3,7,4,46,매탄2동
387,경기도 수원시 영통구 매탄동 130-64번지,41117,10100,0,130,64,10841237362,1,일반,2,일반건축물,경기도 수원시 영통구 산남로 101-6 (매탄동),,,,,0,4.11E+11,10101,0,101,6,,0,주건축물,193.8,113.79,58.72,325.38,301.98,155.82,11,벽돌구조,"연와조, 조적조",1000,단독주택,단독주택[9가구],10,(철근)콘크리트,슬라브,0,9,8.8,3,1,0,0,0,0,0,0,0,0,0,0,2,2,0,매탄2동
