,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,변환_행정동,주차면수합
9,경기도 수원시 장안구 파장동 19-18번지,41111,12900,0,19,18,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-76 (파장동),,,,,0,4.11E+11,12901,0,30,76,,0,주건축물,1653,325.2,19.67,794,794,48.03,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설,단독주택(1가구)",10,(철근)콘크리트,(철근)콘크리트,0,1,14.4,3,0,0,0,0,0,794,0,0,0,0,0,0,7,80.5,20120420,20120522,20121107,2012,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,7
10,경기도 수원시 장안구 파장동 20번지,41111,12900,0,20,0,1084112733,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-71 (파장동),,,,,0,4.11E+11,12901,0,30,71,,0,주건축물,1770,184.53,10.43,176.13,176.13,9.95,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택,10,(철근)콘크리트,경사스라브,0,1,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20000212,20020208,20030619,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,2
11,경기도 수원시 장안구 파장동 21-5번지,41111,12900,0,21,5,108415004,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-69 (파장동),솔밭가든,,,,0,4.11E+11,12901,0,30,69,,0,주건축물,1931,385.66,19.97,354.52,354.52,18.36,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,경사스라브,0,0,5.8,1,0,0,0,0,0,354.52,0,0,0,0,0,0,3,34.5,20000212,20000406,20000927,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
12,경기도 수원시 장안구 파장동 22번지,41111,12900,0,22,0,1084115939,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-47 (파장동),,,,,0,4.11E+11,12901,0,30,47,,0,주건축물,1217,236.65,19.45,494.94,236.65,19.45,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설(일반음식점),10,(철근)콘크리트,(철근)콘크리트,0,0,7.7,1,1,0,0,0,0,494.94,0,0,0,0,0,0,4,0,20050914,20050920,20060615,2005,,,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,4
13,경기도 수원시 장안구 파장동 22-3번지,41111,12900,0,22,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-50 (파장동),,,,,0,4.11E+11,12901,0,30,50,,0,주건축물,939,180,19.17,180,180,19.17,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제조업소,90,기타지붕,일반철골구조,0,0,7.5,1,0,0,0,0,0,180,0,0,0,0,0,0,1,13,20200423,20210920,20220324,2020,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,1
18,경기도 수원시 장안구 파장동 23-13번지,41111,12900,0,23,13,108415042,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-31 (파장동),,,,,0,4.11E+11,12901,0,30,31,주건축물제1동,0,주건축물,980,191.09,19.5,486.94,369.7,37.72,31,일반철골구조,"철근콘크리트조, 철골조",4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,경사스라브,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,3,35,20010703,20010821,20020323,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
30,경기도 수원시 장안구 파장동 80-2번지,41111,12900,0,80,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 15 (파장동),,,,,0,4.11E+11,12901,0,15,0,,0,주건축물,255,97.5,38.24,195,195,76.47,32,경량철골구조,경량철골구조,1000,단독주택,단독주택 및 근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,1,9.1,2,0,0,0,0,0,195,0,0,0,0,0,0,2,30,20160314,20160426,20160906,2016,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,2
32,경기도 수원시 장안구 파장동 85번지,41111,12900,0,85,0,108411149,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 23 (파장동),(주)크라운제과,,,,1,4.11E+11,12901,0,23,0,(D동),0,주건축물,0,596.41,0,922.26,922.26,0,31,일반철골구조,일반철골구조,3000,제1종근린생활시설,"제1,2종근린생활시설(소매점, 사무소)",90,기타지붕,경량철골조,0,0,13.4,2,0,0,0,0,0,922.26,0,0,0,0,0,0,23,269.5,20031006,20031022,20040105,2003,3750028,건축과,1102,증축허가,0,,0,0,,0,,0,20220909,0,,파장동,23
36,경기도 수원시 장안구 파장동 87-1번지,41111,12900,0,87,1,108418446,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 28 (파장동),,,,,0,4.11E+11,12901,0,28,,,0,주건축물,235,93.22,39.67,229.53,229.53,97.67,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,기타지붕,0,0,11.1,3,0,0,0,0,0,229.53,0,0,0,0,0,0,1,11.5,20041108,20041112,20050216,2004,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,1
40,경기도 수원시 장안구 파장동 91-1번지,41111,12900,0,91,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 18 (파장동),,,,,0,4.11E+11,12901,0,18,,,0,주건축물,331,131.94,39.86,263.88,263.88,79.72,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설 외 1,10,(철근)콘크리트,(철근)콘크리트,0,0,9.5,2,0,0,0,0,0,263.88,0,0,0,0,0,0,2,23,20070420,20070515,20071203,2007,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,2
42,경기도 수원시 장안구 파장동 92-1번지,41111,12900,0,92,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 10 (파장동),,,,,0,4.11E+11,12901,0,10,,,0,주건축물,810,205.59,25.38,399.6,399.6,49.33,21,철근콘크리트구조,철근콘크리트구조,6000,종교시설,종교시설,10,(철근)콘크리트,(철근)콘크리트,0,0,8.8,2,0,0,0,0,0,399.6,0,0,0,0,0,0,4,46,20060705,20060828,20071227,2006,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,4
43,경기도 수원시 장안구 파장동 92-4번지,41111,12900,0,92,4,1084114714,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 16 (파장동),,,,,0,4.11E+11,12901,0,16,0,,0,주건축물,205,81.96,39.98,163.92,163.92,79.96,31,일반철골구조,일반철골구조,1000,단독주택,단독주택 외 1,90,기타지붕,기타지붕,0,1,8.2,2,0,0,0,0,0,163.92,0,0,0,0,0,0,2,23,20070323,20070504,20070905,2007,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,2
45,경기도 수원시 장안구 파장동 95번지,41111,12900,0,95,0,108418814,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-25 (파장동),,,,,1,4.11E+11,12901,0,6,25,,0,주건축물,827,296.46,35.85,336.24,336.24,40.66,32,경량철골구조,철골조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,조립식판넬,0,0,6.7,2,0,0,0,0,0,336.24,0,0,0,0,0,0,2,23,19991201,19991209,20000519,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,2
46,경기도 수원시 장안구 파장동 95-1번지,41111,12900,0,95,1,108419021,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-15 (파장동),,,,,0,4.11E+11,12901,0,6,15,,0,주건축물,812,320,39.41,396.5,396.5,48.83,32,경량철골구조,경량철골조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,샌드위치판넬,0,0,8,2,0,0,0,0,0,396.5,0,0,0,0,0,0,3,34.5,20000518,20000526,20001127,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
47,경기도 수원시 장안구 파장동 95-2번지,41111,12900,0,95,2,108414675,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-21 (파장동),,,,,0,4.11E+11,12901,0,6,21,,0,주건축물,666,265,39.79,265,265,39.79,31,일반철골구조,철골조,3000,제1종근린생활시설,제1종근린생활시설,90,기타지붕,경사지붕,0,0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20020320,20020329,20020709,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,2
48,경기도 수원시 장안구 파장동 97-5번지,41111,12900,0,97,5,108418833,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-33 (파장동),,,,,0,4.11E+11,12901,0,6,33,,0,주건축물,651,259.19,39.81,259.19,259.19,39.81,31,일반철골구조,철골조,4000,제2종근린생활시설,제2종근린생활시설 외 1,90,기타지붕,샌드위치판넬,0,0,8,1,0,0,0,0,0,259.19,0,0,0,0,0,0,2,23,20020619,20020706,20020904,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,2
52,경기도 수원시 장안구 파장동 100-2번지,41111,12900,0,100,2,108416450,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 30-12 (파장동),,,,,0,4.11E+11,12901,0,30,12,,0,주건축물,388,124.85,32.18,374.55,374.55,96.53,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"제2종근린생활시설, 단독주택(4가구)",10,(철근)콘크리트,평스라브,0,4,10.8,3,0,0,0,0,0,374.55,0,0,0,0,0,0,3,34.5,20030124,20030207,20030506,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
59,경기도 수원시 장안구 파장동 105번지,41111,12900,0,105,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-55 (파장동),,,,,0,4.11E+11,12901,0,6,55,,0,주건축물,468,73.08,15.62,73.08,73.08,15.62,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,판넬경사지붕,0,1,5.1,1,0,0,0,0,0,73.08,0,0,0,0,0,0,1,11.5,20100526,,20131113,2010,3750028,건축과,1201,신축신고,0,,0,0,,0,,0,20220909,0,,파장동,1
61,경기도 수원시 장안구 파장동 106-2번지,41111,12900,0,106,2,108413194,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-20 (파장동),,,,,0,4.11E+11,12901,0,6,20,,0,주건축물,298,102.64,34.44,149.01,149.01,50,51,일반목구조,목조,1000,단독주택,단독주택,90,기타지붕,기타지붕,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,20020430,20020514,20020906,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,1
64,경기도 수원시 장안구 파장동 107-2번지,41111,12900,0,107,2,1084114501,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1220번길 6-16 (파장동),,,,,0,4.11E+11,12901,0,6,16,,0,주건축물,355,110.73,31.19,159.44,159.44,44.91,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,1,8.25,2,0,0,0,0,0,159.44,0,0,0,0,0,0,1,15,20040319,20040421,20040818,2004,3750028,건축과,1201,신축신고,0,,0,0,,0,,0,20220909,0,,파장동,1
66,경기도 수원시 장안구 파장동 110-2번지,41111,12900,0,110,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로 1196-3 (파장동),,,,,0,4.11E+11,12901,0,1196,3,,0,주건축물,1448,266.8,18.43,266.8,266.8,18.43,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,기타지붕,0,0,7.5,1,0,0,0,0,0,266.8,0,0,0,0,0,0,2,23,20180809,20180830,20181224,2018,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,Ⅶ-0.182g,파장동,2
67,경기도 수원시 장안구 파장동 110-5번지,41111,12900,0,110,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로 1200 (파장동),,,,,0,4.11E+11,12901,0,1200,,,0,주건축물,1360,250.39,18.41,250.39,250.39,18.41,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,난연판넬,0,0,7.5,1,0,0,0,0,0,250.39,0,0,0,0,0,0,2,23,20180817,20180829,20181220,2018,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,Ⅶ-0.182g,파장동,2
106,경기도 수원시 장안구 파장동 201-4번지,41111,12900,0,201,4,108416120,1,일반,2,일반건축물,경기도 수원시 장안구 수일로 20-7 (파장동),,,,,0,4.11E+11,12901,0,20,7,,0,주건축물,253,130.3,51.5,498.27,375.59,148.45,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(19가구),10,(철근)콘크리트,평스라브,0,19,10.7,3,1,0,0,0,0,0,0,0,0,0,0,0,4,46,20020508,20020509,20020916,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
107,경기도 수원시 장안구 파장동 201-5번지,41111,12900,0,201,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 32-9 (파장동),,,,,0,4.11E+11,12901,0,32,9,,0,주건축물,242,144.6,59.75,471.68,471.68,194.9,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"제2종근린생활시설,다가구주택(7가구)",10,(철근)콘크리트,스라브,0,7,12.4,4,0,1,0,0,0,471.68,0,0,0,0,5,57.5,2,23,20121203,20130717,20131127,2012,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,7
108,경기도 수원시 장안구 파장동 202번지,41111,12900,0,202,0,108417561,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 10-15 (파장동),,,,,0,4.11E+11,12901,0,10,15,,0,주건축물,177,105.94,59.85,295.62,295.62,167.02,11,벽돌구조,연와조,1000,단독주택,다가구주택(6가구),10,(철근)콘크리트,스라브,0,6,8.3,3,0,0,0,0,0,295.62,0,0,0,0,0,0,1,11.5,19931109,19941010,19950919,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,1
110,경기도 수원시 장안구 파장동 203-1번지,41111,12900,0,203,1,108415918,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 30 (파장동),,,,,0,4.11E+11,12901,0,30,0,,0,주건축물,114.1,61.47,53.87,245.88,184.41,161.62,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(11가구),10,(철근)콘크리트,평스라브,0,11,11.85,3,1,0,0,0,0,0,0,0,0,0,0,0,2,23,20021016,20021019,20030627,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,2
113,경기도 수원시 장안구 파장동 203-5번지,41111,12900,0,203,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 14 (파장동),평화주택,,,,0,4.11E+11,12901,0,14,0,,0,주건축물,150.4,90.09,59.9,278.62,278.62,185.25,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구,10,(철근)콘크리트,(철근)콘크리트,0,6,12.15,4,0,0,0,0,0,278.62,0,0,0,0,4,74.7,2,23,20110708,20111026,20120306,2011,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,6
114,경기도 수원시 장안구 파장동 203-6번지,41111,12900,0,203,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 12 (파장동),,,,,0,4.11E+11,12901,0,12,0,,0,주건축물,161,96.45,59.91,305.53,305.53,189.77,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(6가구),10,(철근)콘크리트,(철근)콘크리트,0,6,13.15,4,0,0,0,0,0,305.53,0,0,0,0,0,0,6,69.5,20130412,20130510,20130916,2013,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,6
115,경기도 수원시 장안구 파장동 203-8번지,41111,12900,0,203,8,108416011,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 23 (파장동),,,,,0,4.11E+11,12901,0,23,0,,0,주건축물,189,109.5,57.94,411.18,310.23,164.14,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,12,10.3,3,1,0,0,0,0,411.18,0,0,0,0,0,0,3,34.5,20030602,20030604,20031226,2003,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,3
117,경기도 수원시 장안구 파장동 203-10번지,41111,12900,0,203,10,1084115992,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 15 (파장동),,,,,0,4.11E+11,12901,0,15,0,,0,주건축물,189,109.86,58.13,412.74,311.76,164.95,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,12,10.3,3,1,0,0,0,0,412.74,0,0,0,0,0,0,3,34.5,20030531,20030704,20040713,2003,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,3
118,경기도 수원시 장안구 파장동 203-11번지,41111,12900,0,203,11,1084111880,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 13 (파장동),,,,,0,4.11E+11,12901,0,13,,,0,주건축물,189,106.97,56.6,409.65,303.6,160.634,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,13,10.3,3,1,0,0,0,0,409.68,0,0,0,0,0,0,3,34.5,20021111,20030507,20031105,2002,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,3
120,경기도 수원시 장안구 파장동 203-16번지,41111,12900,0,203,16,108416525,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 13-4 (파장동),,,,,0,4.11E+11,12901,0,13,4,,0,주건축물,226,133.36,59.01,501.26,394.68,174.64,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,14,10.45,3,1,0,0,0,0,501.26,0,0,0,0,0,0,4,46,20030111,20030917,20040127,2003,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,4
121,경기도 수원시 장안구 파장동 203-17번지,41111,12900,0,203,17,108416727,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 25 (파장동),,,,,0,4.11E+11,12901,0,25,0,,0,주건축물,180,102.42,56.9,400.86,298.44,165.8,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(11가구),10,(철근)콘크리트,평스라브,0,11,10.3,3,1,0,0,0,0,400.86,0,0,0,0,0,0,3,34.5,20021111,20021126,20030417,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
122,경기도 수원시 장안구 파장동 203-21번지,41111,12900,0,203,21,1084113608,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 32-8 (파장동),,,,,0,4.11E+11,12901,0,32,8,,0,주건축물,163,97.2,59.63,376.92,281.88,172.93,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(8가구),10,(철근)콘크리트,(철근)콘크리트,0,8,10.5,3,1,0,0,0,0,376.92,0,0,0,0,0,0,3,34.5,20030614,20030618,20031021,2003,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,3
123,경기도 수원시 장안구 파장동 203-22번지,41111,12900,0,203,22,1.08E+13,1,일반,2,일반건축물,경기도 수원시 장안구 수일로42번길 26 (파장동),,,,,0,4.11E+11,12901,0,26,,,0,주건축물,167,98.24,58.83,240.97,240.97,144.29,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택,10,(철근)콘크리트,(철근)콘크리트,0,5,13.37,4,0,0,0,0,0,240.97,0,0,0,0,3,58.28,2,23,20161223,20161230,20170501,2016,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,,파장동,5
125,경기도 수원시 장안구 파장동 204번지,41111,12900,0,204,0,108416974,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-3 (파장동),,,,,0,4.11E+11,12901,0,15,3,,0,주건축물,216,129.14,59.79,445.36,445.36,206.19,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"단독주택(11가구), 근린생활시설",10,(철근)콘크리트,평스라브,0,11,11.7,4,0,0,0,0,0,0,0,0,0,0,0,0,4,46,20020318,20030422,20030806,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
126,경기도 수원시 장안구 파장동 204-2번지,41111,12900,0,204,2,1084115268,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-7 (파장동),,,,,0,4.11E+11,12901,0,15,7,,0,주건축물,216,124.5,57.64,436.14,321.48,148.83,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,14,10.2,3,1,0,0,0,0,436.14,0,0,0,0,0,0,4,43,20020318,20031115,20040408,2002,3750002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,파장동,4
127,경기도 수원시 장안구 파장동 204-3번지,41111,12900,0,204,3,1084110598,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-9 (파장동),,,,,0,4.11E+11,12901,0,15,9,,0,주건축물,216,126.65,58.63,439.55,324.82,150.38,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(14가구),10,(철근)콘크리트,평스라브,0,14,10.2,3,1,0,0,0,0,439.55,0,0,0,0,0,0,4,46,20020318,20020727,20030228,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
128,경기도 수원시 장안구 파장동 204-4번지,41111,12900,0,204,4,1084111995,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-13 (파장동),,,,,0,4.11E+11,12901,0,15,13,,0,주건축물,216,119.85,55.49,415.95,307.38,142.31,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(14가구),10,(철근)콘크리트,평스라브,0,14,10.2,3,1,0,0,0,0,415.95,0,0,0,0,0,0,4,46,20020318,20020801,20030228,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
129,경기도 수원시 장안구 파장동 204-5번지,41111,12900,0,204,5,108416529,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-17 (파장동),,,,,0,4.11E+11,12901,0,15,17,,0,주건축물,216,124.56,57.67,411.16,305.84,141.59,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(14가구),10,(철근)콘크리트,평스라브,0,14,10.2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,47,20020318,20020715,20030227,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
130,경기도 수원시 장안구 파장동 204-6번지,41111,12900,0,204,6,108414365,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-19 (파장동),,,,,0,4.11E+11,12901,0,15,19,,0,주건축물,216,123.84,57.33,422.44,312.24,144.56,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(14가구),10,(철근)콘크리트,평스라브,0,14,10.2,3,1,0,0,0,0,422.44,0,0,0,0,0,0,4,46,20020318,20020715,20030228,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
131,경기도 수원시 장안구 파장동 204-7번지,41111,12900,0,204,7,108415212,1,일반,2,일반건축물,경기도 수원시 장안구 경수대로1078번길 49-5 (파장동),,,,,0,4.11E+11,12901,0,49,5,,0,주건축물,231,136.34,59.02,503.89,371.88,160.99,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(15가구),10,(철근)콘크리트,평스라브,0,15,10.2,3,1,0,0,0,0,503.89,0,0,0,0,0,0,4,46,20020318,20020530,20030307,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
132,경기도 수원시 장안구 파장동 204-8번지,41111,12900,0,204,8,108414590,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-20 (파장동),,,,,0,4.11E+11,12901,0,15,20,,0,주건축물,229,136.37,59.55,501.99,384.76,168.02,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(17가구),10,(철근)콘크리트,평스라브,0,17,10.2,3,1,0,0,0,0,501.99,0,0,0,0,0,0,4,47,20020318,20020624,20030305,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
133,경기도 수원시 장안구 파장동 204-9번지,41111,12900,0,204,9,108415275,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-18 (파장동),,,,,0,4.11E+11,12901,0,15,18,,0,주건축물,205,119.65,58.37,461.92,347.29,169.41,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(12가구),10,(철근)콘크리트,평스라브,0,12,10.2,3,1,0,0,0,0,461.92,0,0,0,0,0,0,4,46,20020318,20020506,20020923,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
134,경기도 수원시 장안구 파장동 204-10번지,41111,12900,0,204,10,1084115579,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-14 (파장동),,,,,0,4.11E+11,12901,0,15,14,,0,주건축물,211,124.37,58.94,472.18,355.86,168.65,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(15가구),10,(철근)콘크리트,평스라브,0,15,10.2,3,1,0,0,0,0,472.18,0,0,0,0,0,0,4,46,20020318,20020605,20030304,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
135,경기도 수원시 장안구 파장동 204-11번지,41111,12900,0,204,11,1084116459,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-10 (파장동),,,,,0,4.11E+11,12901,0,15,10,,0,주건축물,165,96.9,58.73,335.3,258.2,156.48,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(12가구),10,(철근)콘크리트,평스라브,0,12,10.2,3,1,0,0,0,0,335.3,0,0,0,0,0,0,3,34.5,20020318,20020530,20030304,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,3
136,경기도 수원시 장안구 파장동 204-12번지,41111,12900,0,204,12,108417343,1,일반,2,일반건축물,경기도 수원시 장안구 수일로16번길 15-8 (파장동),,,,,0,4.11E+11,12901,0,15,8,,0,주건축물,212,125.27,59.09,495.52,371.64,175.3,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(12가구),10,(철근)콘크리트,평스라브,0,12,10.2,3,1,0,0,0,0,495.52,0,0,0,0,0,0,4,46,20020318,20020607,20030305,,,,,,0,,0,0,,0,,0,20220909,0,,파장동,4
