대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
경기도 수원시 팔달구 화서동 196-6번지,41115,13800,0,0196,0006,10841183540,2,집합,3,표제부,경기도 수원시 팔달구 동말로13번길 47 (화서동),광일빌라,,,,0,411154328127,13801,0,47,,,0,주건축물,209,100.94,48.3,285.12,190.08,90.95,11,벽돌구조,연와조,02000,공동주택,다세대주택,10,(철근)콘크리트,스라브,6,0,7.55,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19900205,19900223,19900820,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 199번지,41115,13800,0,0199,0000,10841177761,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 42-4 (화서동),,,,,0,411154328443,13801,0,42,4,,0,주건축물,0,84.3,0,236.18,153.86,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880713,,19881013,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 199-1번지,41115,13800,0,0199,0001,10841181759,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 42-3 (화서동),,,,,0,411154328443,13801,0,42,3,,0,주건축물,0,58.53,0,164.85,106.32,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880713,,19881013,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 199-2번지,41115,13800,0,0199,0002,10841187427,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 42 (화서동),,,,,0,411154328443,13801,0,42,0,,0,주건축물,0,72.27,0,201.36,134.25,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880713,,19881025,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 199-6번지,41115,13800,0,0199,0006,10841187834,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 40 (화서동),,,,,0,411154328443,13801,0,40,0,,0,주건축물,0,84.87,0,239.55,154.68,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880723,,19881014,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 199-8번지,41115,13800,0,0199,0008,10841176222,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 40-3 (화서동),,,,,0,411154328443,13801,0,40,3,,0,주건축물,0,80.61,0,231.33,150.72,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880723,,19881013,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 200-1번지,41115,13800,0,0200,0001,10841179900,2,집합,3,표제부,경기도 수원시 팔달구 화양로29번길 34 (화서동),,,,,0,411154328443,13801,0,34,,,0,주건축물,584.73,342.9,58.64,1583.2,1266.01,216.51,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,공동주택(연립주택),10,(철근)콘크리트,(철근)콘크리트 평지붕,19,0,12.77,5,0,0,0,0,0,1603.37,0,0,0,0,14,317.19,1,11.5,20021115,20030520,20031031,2002,9750002,,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 200-4번지,41115,13800,0,0200,0004,10841181047,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 40-8 (화서동),,,,,0,411154328443,13801,0,40,8,,0,주건축물,151,83.8,55.5,155.77,155.77,103.16,19,기타조적구조,조적조,01000,단독주택,주택(3가구),10,(철근)콘크리트,평스라브,0,3,7.2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19971004,19971021,20000603,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 200-6번지,41115,13800,0,0200,0006,10841180193,2,집합,3,표제부,경기도 수원시 팔달구 동말로13번길 55 (화서동),진주아트빌라,,,,0,411154328127,13801,0,55,0,,0,주건축물,160,94.32,58.95,377.28,282.96,176.85,11,벽돌구조,연와조,02000,공동주택,다세대주택(8세대),10,(철근)콘크리트,스라브,8,0,10.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19900712,19910600,19930811,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 200-9번지,41115,13800,0,0200,0009,10841173036,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 33 (화서동),,,,,0,411154328443,13801,0,33,0,,0,주건축물,0,94.51,0,409.55,373.36,0,21,철근콘크리트구조,"철근콘크리트조,조적조",04000,제2종근린생활시설,"근린생활시설,단독주택",10,(철근)콘크리트,스라브,0,1,0,4,1,0,0,0,0,409.55,0,0,0,0,0,0,0,0,19900721,,19910511,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 200-10번지,41115,13800,0,0200,0010,10841170549,2,집합,3,표제부,경기도 수원시 팔달구 동말로13번길 53 (화서동),진주아트빌라,,,,0,411154328127,13801,0,53,0,,0,주건축물,148,88.48,59.78,265.26,176.84,119.49,11,벽돌구조,연와조,02000,공동주택,다세대주택(6세대),10,(철근)콘크리트,스라브,6,0,7.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19900712,19910600,19930811,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 201번지,41115,13800,0,0201,0000,10841184520,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로29번길 40-12 (화서동),,,,,0,411154328443,13801,0,40,12,,0,주건축물,0,76.5,0,226.67,147,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19890215,,19890621,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 201-1번지,41115,13800,0,0201,0001,10841185171,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 59 (화서동),,,,,0,411154328129,13801,0,59,0,,0,주건축물,141,76.86,54.52,226.08,146.7,104.04,11,벽돌구조,연와조,01000,단독주택,"단독주택(5가구), 근린생활시설",10,(철근)콘크리트,스라브,0,5,7.2,2,1,0,0,0,0,226.08,0,0,0,0,0,0,0,0,19890216,,19890523,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 201-2번지,41115,13800,0,0201,0002,10841100309387,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 57 (화서동),,,,,0,411154328129,13801,0,57,0,,0,주건축물,142,84.85,59.75,230.04,230.04,162,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"다가구주택(3가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(평스라브),0,3,10.1,3,0,0,0,0,0,230.04,0,0,0,0,3,34.5,0,0,20140205,20140226,20140821,2014,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,
경기도 수원시 팔달구 화서동 201-4번지,41115,13800,0,0201,0004,10841172025,2,집합,3,표제부,경기도 수원시 팔달구 동말로25번길 58 (화서동),한성빌라,,,,0,411154328129,13801,0,58,0,,0,주건축물,0,46.06,0,149.58,138.18,0,19,기타조적구조,조적조,02000,공동주택,다세대주택,10,(철근)콘크리트,스라브,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19901210,,19911114,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-1번지,41115,13800,0,0202,0001,10841174373,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 22-6 (화서동),,,,,0,411154328444,13801,0,22,6,,0,주건축물,0,92.83,0,92.83,92.83,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라부,0,1,0,1,0,0,0,2,10.28,0,0,0,0,0,0,0,0,0,19820830,,19821102,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-5번지,41115,13800,0,0202,0005,10841170101,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 14-1 (화서동),,,,,0,411154328444,13801,0,14,1,,0,주건축물,189,111.48,58.98,490.46,377.78,199.88,21,철근콘크리트구조,"라멘조,연와조,경량철골구조",01000,단독주택,"근린생활시설,주택(4가구)",10,(철근)콘크리트,스라브,0,5,12.7,4,1,0,0,1,2,490.46,0,0,0,0,0,0,1,11.5,19930527,19930615,19940224,,,,,,3,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-6번지,41115,13800,0,0202,0006,10841185363,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 14-7 (화서동),,,,,0,411154328444,13801,0,14,7,,0,주건축물,256,140.88,55.03,404.16,404.16,157.88,21,철근콘크리트구조,"철근콘크리트조,조적조",01000,단독주택,주택(5가구),90,기타지붕,,0,5,9.2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,34.5,19950819,19950824,19960227,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-8번지,41115,13800,0,0202,0008,1000000000000002931019,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 12 (화서동),K빌딩,,,,0,411154328444,13801,0,12,,,0,주건축물,507,289.02,57.01,825.21,825.21,162.76,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,소매점,10,(철근)콘크리트,(철근)콘크리트,0,0,13.95,3,0,1,0,0,0,825.21,0,0,0,0,0,0,6,75,20230227,20230407,20240103,2023,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20250115,1,Ⅶ-0.170g
경기도 수원시 팔달구 화서동 202-9번지,41115,13800,0,0202,0009,10841178124,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 70 (화서동),,,,,0,411154328129,13801,0,70,0,,0,주건축물,207,122.03,58.95,353.14,353.14,170.6,19,기타조적구조,"라멘조,조적조",01000,단독주택,"근린생활시설,주택(3가구)",10,(철근)콘크리트,스라브,0,3,9.9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19941101,19960201,19960613,,,,,,1,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-10번지,41115,13800,0,0202,0010,10841183710,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 22-1 (화서동),,,,,0,411154328444,13801,0,22,1,,0,주건축물,177,103.74,58.61,329.04,303.26,171.33,11,벽돌구조,"철근콘크리트조, 연와조, 조적조",01000,단독주택,"근린생활시설, 주택(3가구)",10,(철근)콘크리트,스라브,0,3,9.9,3,1,0,0,1,2,329.04,0,0,0,0,0,0,1,11.5,19930216,19930304,19930706,,,,,,3,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-11번지,41115,13800,0,0202,0011,10841174829,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 22-2 (화서동),,,,,0,411154328444,13801,0,22,2,,0,주건축물,198,110.62,55.87,347.38,307.06,155.08,21,철근콘크리트구조,"철근콘크리트조, 연와조",01000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,4,9.5,3,1,0,0,0,0,0,0,0,0,0,1,11.5,0,0,19930529,19930603,19931027,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-15번지,41115,13800,0,0202,0015,10841170362,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 65 (화서동),,,,,0,411154328129,13801,0,65,0,,0,주건축물,173,99.48,57.5,397.92,298.44,172.51,21,철근콘크리트구조,"철근콘크리트조, 연와조",01000,단독주택,"주택(3가구), 근린생활시설, 위락시설",10,(철근)콘크리트,스라브,0,3,9.9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19920730,,19930201,,,,,,3,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-16번지,41115,13800,0,0202,0016,10841186189,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 66 (화서동),,,,,0,411154328129,13801,0,66,0,,0,주건축물,170,87.53,51.49,170.1,170.1,100.06,11,벽돌구조,벽돌조,03000,제1종근린생활시설,"근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,1,7.8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19830303,19830317,19830630,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-17번지,41115,13800,0,0202,0017,10841173828,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 64 (화서동),,,,,0,411154328129,13801,0,64,0,,0,주건축물,182,107.01,58.8,301.59,301.59,165.71,19,기타조적구조,조적조,01000,단독주택,다가구주택(5가구),10,(철근)콘크리트,스라브,0,5,9.8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19950913,19950915,19960202,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-18번지,41115,13800,0,0202,0018,10841184533,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 60 (화서동),,,,,0,411154328129,13801,0,60,0,,0,주건축물,130,58.42,44.94,115.84,115.84,89.11,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,6.2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19830808,19830914,19840801,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-19번지,41115,13800,0,0202,0019,10841185925,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 60-5 (화서동),,,,,0,411154328129,13801,0,60,5,,0,주건축물,185.7,111.23,59.9,398.48,288.92,155.58,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(14가구),10,(철근)콘크리트,(철근)콘크리트,0,14,10.3,3,1,0,0,0,0,398.48,0,0,0,0,0,0,3,34.5,20030705,20030730,20040115,2003,9750028,,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-20번지,41115,13800,0,0202,0020,10841176329,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-8 (화서동),,,,,0,411154328444,13801,0,21,8,,0,주건축물,170,101.46,59.68,345.72,260.96,153.51,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(13가구),10,(철근)콘크리트,(철근)콘크리트,0,13,10.3,3,1,0,0,0,0,345.72,0,0,0,0,0,0,3,34.5,20030902,20030925,20040115,2003,9750028,,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-21번지,41115,13800,0,0202,0021,10841182208,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-6 (화서동),,,,,0,411154328444,13801,0,21,6,,0,주건축물,170,99.91,58.77,150.53,150.53,88.55,11,벽돌구조,"연와조,경량판넬조,세멘벽돌조",01000,단독주택,단독주택,10,(철근)콘크리트,스라브 외 1,0,2,8.3,2,0,0,0,1,0.99,0,0,0,0,0,0,0,1,11.5,19780510,,19780804,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-22번지,41115,13800,0,0202,0022,10841178561,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-4 (화서동),,,,,0,411154328444,13801,0,21,4,,0,주건축물,170,100.44,59.08,398.52,398.52,234.42,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"단독주택(5가구),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,13.2,4,0,0,0,0,0,398.52,0,0,0,0,0,0,3,34.5,20030617,20030715,20040211,2003,,,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-23번지,41115,13800,0,0202,0023,10841179430,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-1 (화서동),,,,,0,411154328444,13801,0,21,1,,0,주건축물,170,99.75,58.68,388.75,291,171.18,21,철근콘크리트구조,철근콘크리트조,01000,단독주택,"근린생활시설, 주택(3가구)",10,(철근)콘크리트,스라브,0,3,9.8,3,1,0,0,1,2,0,0,0,0,0,0,0,1,11.5,19950616,19950619,19951110,,,,,,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-24번지,41115,13800,0,0202,0024,10841182127,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-3 (화서동),,,,,0,411154328444,13801,0,21,3,,0,주건축물,0,82.25,0,90.51,82.25,0,11,벽돌구조,"연와조, 세멘벽돌조",01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,1,1,0,0,1,4.86,0,0,0,0,0,0,0,0,0,19780322,,19780725,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-25번지,41115,13800,0,0202,0025,10841185014,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-5 (화서동),,,,,0,411154328444,13801,0,21,5,,0,주건축물,170,96.18,56.58,168.18,159.95,94.09,11,벽돌구조,"연와조, 세멘벽돌조",01000,단독주택,단독주택(다가구주택-2가구),90,기타지붕,판넬,0,2,7.9,2,1,0,0,1,4.86,163.32,0,0,0,0,0,0,0,11.5,19780322,,19780719,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-26번지,41115,13800,0,0202,0026,10841185904,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 21-9 (화서동),,,,,0,411154328444,13801,0,21,9,,0,주건축물,0,96.23,0,112.2,96.23,0,11,벽돌구조,"연와조, 세멘벽돌조",01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,1,1,0,0,2,4.73,0,0,0,0,0,0,0,0,0,19800507,,19800730,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-27번지,41115,13800,0,0202,0027,10841175232,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-10 (화서동),,,,,0,411154328444,13801,0,15,10,,0,주건축물,0,73.48,0,97.25,97.25,0,11,벽돌구조,"연와조, 세멘벽돌조",01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,2,7.6,0,0,0,0,0,0,0,0,0,19781130,,19790227,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-28번지,41115,13800,0,0202,0028,10841183163,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-8 (화서동),,,,,0,411154328444,13801,0,15,8,,0,주건축물,0,82.94,0,93.02,82.94,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,1,1,0,0,2,6.08,0,0,0,0,0,0,0,0,0,19780803,,19781117,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-29번지,41115,13800,0,0202,0029,10841173115,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-6 (화서동),,,,,0,411154328444,13801,0,15,6,,0,주건축물,0,90.18,0,164.7,143.25,0,11,벽돌구조,"연와조, 세멘벽돌조",01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,1,0,0,2,9.55,0,0,0,0,0,0,0,0,0,19780317,,19781108,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-30번지,41115,13800,0,0202,0030,10841182344,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-4 (화서동),,,,,0,411154328444,13801,0,15,4,,0,주건축물,158,94.09,59.55,315.66,315.66,199.78,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"단독주택(5가구),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,12.9,4,0,0,0,0,0,315.66,0,0,0,0,0,0,3,34.5,20030822,20030901,20040115,2003,,,1101,신축허가,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-31번지,41115,13800,0,0202,0031,10841180263,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-1 (화서동),,,,,0,411154328444,13801,0,15,1,,0,주건축물,151.6,90.78,59.88,356.99,266.21,175.6,21,철근콘크리트구조,"라멘조, 조적조",01000,단독주택,"근린생활시설, 주택(3가구)",10,(철근)콘크리트,스라브,0,3,10.7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19921130,19921207,19930527,,,,,,2,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-32번지,41115,13800,0,0202,0032,10841171790,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-3 (화서동),,,,,0,411154328444,13801,0,15,3,,0,주건축물,102,60.06,58.88,119.12,119.12,116.78,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,6.2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19830809,19830820,19840810,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-37번지,41115,13800,0,0202,0037,10841172075,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 22-3 (화서동),,,,,0,411154328444,13801,0,22,3,,0,주건축물,0,78.75,0,142.56,131.76,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19840312,,19840702,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-38번지,41115,13800,0,0202,0038,10841178371,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 22-4 (화서동),,,,,0,411154328444,13801,0,22,4,,0,주건축물,159,94.2,59.25,176.81,158.27,99.54,11,벽돌구조,적벽돌조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,0,2,1,0,0,2,3.8,104.54,0,0,0,0,0,0,0,0,19830309,,19830519,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-39번지,41115,13800,0,0202,0039,10841169044,1,일반,2,일반건축물,경기도 수원시 팔달구 동말로25번길 60-1 (화서동),,,,,0,411154328129,13801,0,60,1,,0,주건축물,82,42.14,51.39,79.14,79.14,96.51,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,6.3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19830914,19830919,19840525,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 202-40번지,41115,13800,0,0202,0040,10841175751,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 15-5 (화서동),,,,,0,411154328444,13801,0,15,5,,0,주건축물,82,48.67,59.35,96.34,96.34,117.49,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,6.2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19830813,19830818,19840810,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203번지,41115,13800,0,0203,0000,10841176734,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-1 (화서동),,,,,0,411154328444,13801,0,9,1,,0,주건축물,129,75.4,58.45,267.69,226.2,175.35,21,철근콘크리트구조,"라멘조, 조적조",01000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880607,,19881013,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-4번지,41115,13800,0,0203,0004,10841179939,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-3 (화서동),,,,,0,411154328444,13801,0,9,3,,0,주건축물,0,65.55,0,184.96,119.41,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880311,,19881013,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-5번지,41115,13800,0,0203,0005,10841186883,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-5 (화서동),,,,,0,411154328444,13801,0,9,5,,0,주건축물,0,64.68,0,163.5,98.82,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880318,,19880729,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-6번지,41115,13800,0,0203,0006,10841183312,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-7 (화서동),,,,,0,411154328444,13801,0,9,7,,0,주건축물,0,88.56,0,256.46,161.78,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880307,,19880531,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-7번지,41115,13800,0,0203,0007,10841174287,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 5-12 (화서동),,,,,0,411154328444,13801,0,5,12,,0,주건축물,0,60.75,0,186.99,121.5,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,경사스라브위칼라아스팔트슁글,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880307,,19880520,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-9번지,41115,13800,0,0203,0009,10841174035,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-2 (화서동),,,,,0,411154328444,13801,0,9,2,,0,주건축물,0,70.6,0,237.5,207.8,0,21,철근콘크리트구조,"라멘조, 조적조",01000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,3,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,19880316,,19880608,,,,,,0,,0,0,,0,,0,20220909,0,
경기도 수원시 팔달구 화서동 203-10번지,41115,13800,0,0203,0010,10841177400,1,일반,2,일반건축물,경기도 수원시 팔달구 화양로35번길 9-6 (화서동),,,,,0,411154328444,13801,0,9,6,,0,주건축물,0,76.65,0,229.17,144.24,0,11,벽돌구조,연와조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19880331,,19890310,,,,,,0,,0,0,,0,,0,20220909,0,
