집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자,위도,경도,행정동
2023,수원시,권선구청,2023-07-27 14:33,서둔동 수원역한라비발디퍼스트 앞1,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-07-27 14:35,입북동 당수초교 정문 우측 사거리,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:46,장안동 장안동 화서문로17번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:46,장안동 장안동 화서문로17번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:46,장안동 장안동 화서문로17번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:46,장안동 장안동 화서문로17번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:47,장안동 장안동 화서문로17번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 14:57,인계동 한국씨티은행,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-07-27 15:03,권선동 NC터미널점 버스정류장 앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 15:55,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-07-27 16:07,광교동 광교 덴티움지식산업센터 앞 사거리,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 16:55,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 17:01,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 17:01,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 17:39,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 18:04,인계동 인계동 1031-4 사거리,고정형,2023-12-01,37.2649777536104,127.029914034816,
2023,수원시,팔달구청,2023-07-27 18:08,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 18:09,매산동 역전농협,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 18:09,매산동 역전농협,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 19:50,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-07-27 19:51,경기도수원시권선구고색동 수원시 권선구 고색동 441-4,보행,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 20:19,화서1동 수원역푸르지오자이 북문 우측,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 20:19,화서1동 수원역푸르지오자이 북문 우측,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 20:38,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-07-27 20:47,매산동 역전농협,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-07-28 0:54,곡반정동 562-2,국민신문고,2023-12-01,,,
2023,수원시,권선구청,2023-07-28 0:56,곡반정동 562-2 교차로 모퉁이,국민신문고,2023-12-01,,,
