집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자,위도,경도,행정동
2023,수원시,권선구청,2023-02-12 9:03,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:03,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 9:04,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:04,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 9:04,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 9:05,광교동 광교더사랑교회뒷길,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 9:06,서둔동 가온팰리스옆2,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:06,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 9:07,이의동 드림스퀘어Ⅱ 앞,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 9:08,원천동 광교매원초등학교,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:12,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:13,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 9:20,영통동 마사회뒷길,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 9:20,하동 광교호반마을한양수자인,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:34,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 9:40,오목천동 한화꿈에그린아파트 209동앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 9:59,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 10:14,인계동 한국씨티은행,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 10:18,서둔동 가온팰리스옆1,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 10:18,신풍동 제일교회부설주차장 부근,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 10:37,망포동 E-마트 에브리데이 앞,고정형,2023-12-01,37.2361017468141,127.060345496536,
2023,수원시,팔달구청,2023-02-12 10:43,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 13:05,영통동 마사회뒷길,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 13:41,영통동 마사회뒷길,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 13:46,망포동 E-마트 에브리데이 앞,고정형,2023-12-01,37.2361017468141,127.060345496536,
2023,수원시,팔달구청,2023-02-12 13:54,행궁동 팔달문 버스정류장,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 14:20,하동 광교호반마을한양수자인,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:24,매산로2가 매산로2가 향교로 56-1,주행형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 14:32,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:33,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 14:33,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:33,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:34,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:34,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:36,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:37,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:43,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:46,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:52,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 14:52,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 14:54,서둔동 수원역한라비발디퍼스트 앞1,고정형,2023-12-01,,,
2023,수원시,영통구청,2023-02-12 14:57,영통동 마사회뒷길,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로796번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:04,남수동 남수동 정조로800번길,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:07,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:07,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:07,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:07,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:08,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:09,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:12,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:12,지동 지동 팔달문로 30,주행형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:16,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:16,인계동 드림캐슬주상복합,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 15:17,서둔동 수원역한라비발디퍼스트 앞1,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:30,인계동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 15:35,서둔동 수원역한라비발디퍼스트 앞1,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:41,인계동 한국씨티은행,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:43,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:44,매산동 팔달로 10번길 8,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 15:49,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:51,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:53,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:55,행궁동 팔달문 버스정류장,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:55,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:59,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 15:59,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:09,인계동 한국씨티은행,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:18,인계동 경인통계청,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:28,신풍동 미술관로터리,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 16:28,오목천동 한화꿈에그린아파트 214동앞,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 16:28,오목천동 한화꿈에그린아파트 214동앞,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:28,경기도수원시팔달구매산로1가 수원시 팔달구 갓매산로 71번길 13,보행,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:29,경기도수원시팔달구매산로1가 수원시 팔달구 갓매산로 71번길 13,보행,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:29,경기도수원시팔달구매산로1가 수원시 팔달구 갓매산로 71번길 13,보행,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:30,경기도수원시팔달구매산로1가 수원시 팔달구 갓매산로 71번길 13,보행,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:35,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 16:42,북수동 쌈지공원 앞,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 16:56,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 16:56,곡반정동 하나로마트한국빌딩앞,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 16:58,서둔동 가온팰리스옆2,고정형,2023-12-01,,,
2023,수원시,권선구청,2023-02-12 17:06,호매실동 금호프라자 대각 맞은편,고정형,2023-12-01,,,
2023,수원시,팔달구청,2023-02-12 17:10,매산동 팅스몰 주차장 출구 옆,고정형,2023-12-01,,,
