대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,변환_행정동
경기도 수원시 장안구 율전동 183-8번지,41111,13200,0,183,8,108418676,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 5 (율전동),,,,,0,4.11114E+11,13201,0,5,0,,0,주건축물,166,81.48,49.08,231.81,153.19,92.28,11,벽돌구조,연와조,1000,단독주택,단독주택(4가구),10,(철근)콘크리트,스라브,0,4,7.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19900803,19901110,19920924,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-1번지,41111,13200,0,184,1,108412325,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 6 (율전동),,,,,0,4.11114E+11,13201,0,6,0,,0,주건축물,166,81.27,48.95,212.65,141.45,85.21,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,스라브,0,5,7.85,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930825,19940823,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-6번지,41111,13200,0,184,6,108418485,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-7 (율전동),,,,,0,4.11114E+11,13201,0,4,7,,0,주건축물,198,86.47,43.67,305.39,229.76,116.04,11,벽돌구조,"연와조, 경량철골조",1000,단독주택,단독주택(6가구),90,기타지붕,샌드위치판넬,0,6,10.3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,23.6,19930810,19930816,19940715,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-7번지,41111,13200,0,184,7,1084114616,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-3 (율전동),,,,,0,4.11114E+11,13201,0,4,3,,0,주건축물,167,83.31,49.88,222.03,148.38,88.85,11,벽돌구조,연와조,1000,단독주택,주택(5가구),10,(철근)콘크리트,스라브,0,5,7.85,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930825,19940823,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-8번지,41111,13200,0,184,8,1084115062,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-5 (율전동),,,,,0,4.11114E+11,13201,0,4,5,,0,주건축물,178,86.46,48.57,230.01,154.38,86.73,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,스라브,0,5,7.85,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930825,19940823,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-10번지,41111,13200,0,184,10,108419758,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-9 (율전동),,,,,0,4.11114E+11,13201,0,4,9,,0,주건축물,177,85.33,48.21,293.51,217.68,122.98,11,벽돌구조,"연와조, 경량철골조",1000,단독주택,단독주택(6가구),90,기타지붕,경량철골조,0,6,11.15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930816,19940715,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-15번지,41111,13200,0,184,15,1084114242,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-11 (율전동),,,,,0,4.11114E+11,13201,0,4,11,,0,주건축물,194,95.31,49.12,282.9,207,106.7,11,벽돌구조,"연와조, 경량철골조",1000,단독주택,단독주택(6가구),90,기타지붕,조립식판넬,0,6,9.75,3,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930819,19940611,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 184-16번지,41111,13200,0,184,16,108417701,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 4-12 (율전동),,,,,0,4.11114E+11,13201,0,4,12,,0,주건축물,188,92.85,49.39,228.65,152.81,81.28,11,벽돌구조,연와조,1000,단독주택,"단독주택(3가구), 제2종근린생활시설",10,(철근)콘크리트,스라브,0,3,7.85,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19930810,19930819,19940611,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 188-1번지,41111,13200,0,188,1,108414060,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 14-12 (율전동),,,,,0,4.11114E+11,13201,0,14,12,,0,주건축물,279,143.01,51.26,567.77,425.03,152.34,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(17가구),10,(철근)콘크리트,평스라브,0,17,10.6,3,1,0,0,0,0,0,0,0,0,0,0,0,5,57.5,20020919,20021001,20030723,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 188-3번지,41111,13200,0,188,3,1084110976,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 14-20 (율전동),,,,,0,4.11114E+11,13201,0,14,20,,0,주건축물,301,178.91,59.44,590.72,459.55,152.67,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(19가구),10,(철근)콘크리트,평스라브,0,19,9.14,3,1,0,0,0,0,0,0,0,0,0,0,0,5,58,20011126,20020926,20030526,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 188-7번지,41111,13200,0,188,7,1084116212,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 14-18 (율전동),,,,,0,4.11114E+11,13201,0,14,18,,0,주건축물,214,95.55,44.65,329.28,239.6,111.96,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트,0,7,9.9,3,1,0,0,0,0,329.28,0,0,0,0,0,0,2,23,20030702,20040227,20040831,2003,3750028,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 188-8번지,41111,13200,0,188,8,108412334,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로395번길 14-16 (율전동),,,,,0,4.11114E+11,13201,0,14,16,,0,주건축물,193,105.39,54.61,408.87,303.48,157.24,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(15가구),10,(철근)콘크리트,평스라브,0,15,10.3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5,20020916,20021001,20030807,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 191번지,41111,13200,0,191,0,1084112714,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,28.99,0,28.99,28.99,0,19,기타조적구조,토벽조,1000,단독주택,단독주택,90,기타지붕,초즙,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909,0,,매핑실패
경기도 수원시 장안구 율전동 192-1번지,41111,13200,0,192,1,108412199,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 10 (율전동),율전동다가구주택,,,,0,4.11114E+11,13201,0,10,0,,0,주건축물,189,93.56,49.5,273.12,181.2,95.87,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,칼라아스팔트슁글,0,5,7.45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19910909,19910909,19920408,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 192-12번지,41111,13200,0,192,12,1084114262,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 5 (율전동),,,,,0,4.11114E+11,13201,0,5,0,,0,주건축물,139,69.28,49.13,261.13,196.33,141.24,11,벽돌구조,"연와조, 샌드위치판넬",1000,단독주택,단독주택(6가구),90,기타지붕,샌드위치판넬,0,6,9.7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19910920,19911016,19930508,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 192-13번지,41111,13200,0,192,13,108419907,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 1 (율전동),,,,,0,4.11114E+11,13201,0,1,0,,0,주건축물,188,92.47,49.52,258.84,173.16,92.11,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,평스라브,0,5,7.45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19910920,19911016,19930508,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 192-14번지,41111,13200,0,192,14,108412291,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 8-3 (율전동),율전동다가구주택,,,,0,4.11114E+11,13201,0,8,3,,0,주건축물,182,90.22,49.57,251.51,165.55,90.96,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,칼라아스팔트슁글,0,5,7.45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19910909,19910909,19920408,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 192-16번지,41111,13200,0,192,16,1084114649,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 6 (율전동),율전동다가구주택,,,,0,4.11114E+11,13201,0,6,0,,0,주건축물,180,88.74,49.3,259.74,172.26,95.7,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,칼라아스팔트싱글,0,5,7.45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19910909,19910909,19920408,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
경기도 수원시 장안구 율전동 192-17번지,41111,13200,0,192,17,1084113920,1,일반,2,일반건축물,경기도 수원시 장안구 덕영대로417번길 6-1 (율전동),율전동다가구주택,,,,0,4.11114E+11,13201,0,6,1,,0,주건축물,170,82.19,48.34,238.31,159.74,93.96,11,벽돌구조,연와조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,칼라아스팔트슁글,0,5,7.45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19910909,19910909,19920408,,,,,,0,,0,0,,0,,0,20220909,0,,율천동
