대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
경기도 수원시 영통구 원천동 72-65번지,41117,10200,0,72,65,10841240477,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로551번길 63 (원천동),,,,,0,4.11E+11,10201,0,63,0,,0,주건축물,0,56.2,0,56.2,56.2,0,12,블록구조,시멘트블록조,1000,단독주택,주택,20,기와,세멘와즙,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-65번지,41117,10200,0,72,65,10841240478,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로551번길 63 (원천동),,,,,0,4.11E+11,10201,0,63,0,,0,주건축물,75,52.58,70.11,219.8,171.32,228.43,21,철근콘크리트구조,라멘조,3000,제1종근린생활시설,주택및 근린생활시설,10,(철근)콘크리트,"슬라브, 아이소",0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-71번지,41117,10200,0,72,71,10841240479,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 51-8 (원천동),,,,,0,4.11E+11,10201,0,51,8,,0,주건축물,82,47.59,58.04,142.77,142.77,174.11,19,기타조적구조,RC및조적조,1000,단독주택,주택및 근린생활시설,10,(철근)콘크리트,슬라브,1,2,10.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-73번지,41117,10200,0,72,73,10841240480,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로551번길 68-8 (원천동),,,,,0,4.11E+11,10201,0,68,8,,0,주건축물,0,86.87,0,86.87,86.87,0,11,벽돌구조,연와조,1000,단독주택,주택,20,기와,세멘와가,0,1,0,1,0,0,0,1,3.6,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-74번지,41117,10200,0,72,74,10841240481,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로551번길 68-4 (원천동),,,,,0,4.11E+11,10201,0,68,4,,0,주건축물,0,78.48,0,177.34,154.96,0,21,철근콘크리트구조,라멘조,3000,제1종근린생활시설,사무소,10,(철근)콘크리트,슬라브,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-75번지,41117,10200,0,72,75,10841240482,1,일반,2,일반건축물,경기도 수원시 영통구 월드컵로155번길 40 (원천동),,,,,0,4.11E+11,10201,0,40,,,0,주건축물,329,182.43,55.45,631.13,473.57,143.94,21,철근콘크리트구조,철근콘크리옹벽식,1000,단독주택,다가구주택(8가구),10,(철근)콘크리트,평스라브,0,8,10.8,3,1,0,0,0,0,0,0,0,0,0,4,5,1,11.5,원천동
경기도 수원시 영통구 원천동 72-78번지,41117,10200,0,72,78,10841240483,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-15 (원천동),,,,,0,4.11E+11,10201,0,36,15,,0,주건축물,136,78.55,57.76,192.8,192.8,141.76,21,철근콘크리트구조,라멘조,1000,단독주택,다가구주택및 근린생활시설,10,(철근)콘크리트,슬라브,0,3,9.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-82번지,41117,10200,0,72,82,10841240484,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 58 (원천동),,,,,0,4.11E+11,10201,0,58,,,0,주건축물,380,223.78,58.89,661.44,661.44,174.06,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"제1종근린생활시설, 단독주택",10,(철근)콘크리트,평슬라브,0,9,13.6,4,0,0,0,0,0,0,0,0,0,0,0,4,4,46,원천동
경기도 수원시 영통구 원천동 72-86번지,41117,10200,0,72,86,10841240485,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 51-2 (원천동),,,,,0,4.11E+11,10201,0,51,2,,0,주건축물,326,186.9,57.33,765.52,681.52,209.06,21,철근콘크리트구조,"철근콘크리트조, 조적조",1000,단독주택,"단독주택[12가구], 제1종근린생활시설",10,(철근)콘크리트,슬라브,0,12,13.36,4,1,0,0,0,0,0,0,0,0,0,0,5,5,57.5,원천동
경기도 수원시 영통구 원천동 72-87번지,41117,10200,0,72,87,10841240486,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 51-6 (원천동),,,,,0,4.11E+11,10201,0,51,6,,0,주건축물,296,138.13,46.67,413.61,413.61,139.73,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[18가구],10,(철근)콘크리트,슬라브,0,18,9.75,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,원천동
경기도 수원시 영통구 원천동 72-107번지,41117,10200,0,72,107,10841241219,2,집합,3,표제부,경기도 수원시 영통구 동수원로551번길 65-3 (원천동),원천빌라,,,,0,4.11E+11,10201,0,65,3,,0,주건축물,125,116.04,92.83,172.44,172.44,137.95,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,슬라브,3,0,7.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-109번지,41117,10200,0,72,109,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 월드컵로151번길 18 (원천동),,,,,0,4.11E+11,10201,0,18,0,,0,주건축물,337,201.96,59.93,587.73,587.73,174.4,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구),10,(철근)콘크리트,평스라브,0,6,12,4,0,0,0,0,0,587.73,0,0,0,0,8,8,0,0,원천동
경기도 수원시 영통구 원천동 72-111번지,41117,10200,0,72,111,10841240489,1,일반,2,일반건축물,경기도 수원시 영통구 월드컵로151번길 20 (원천동),,,,,0,4.11E+11,10201,0,20,0,,0,주건축물,0,95.49,0,316.71,286.47,0,11,벽돌구조,연와조,1000,단독주택,단독주택(3가구)및 제1종근린생활시설,10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-113번지,41117,10200,0,72,113,10841241220,2,집합,3,표제부,경기도 수원시 영통구 월드컵로151번길 16 (원천동),삼우빌라,,,,0,4.11E+11,10201,0,16,,,0,주건축물,173,88,50.87,329.76,246.69,142.6,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,슬라브,8,0,10.8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 72-118번지,41117,10200,0,72,118,10841240490,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 51-4 (원천동),,,,,0,4.11E+11,10201,0,51,4,,0,주건축물,322.62,189,58.58,883.22,693.3,214.9,21,철근콘크리트구조,"라멘조, 조적조",3000,제1종근린생활시설,주택및 근린생활시설,10,(철근)콘크리트,슬라브,0,5,13.25,4,1,0,0,0,0,0,0,0,0,0,1,5,4,46,원천동
경기도 수원시 영통구 원천동 72-119번지,41117,10200,0,72,119,10841240491,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-9 (원천동),,,,,0,4.11E+11,10201,0,36,9,,0,주건축물,197,117.14,59.46,448.98,332.18,168.62,21,철근콘크리트구조,"RC조, 조적조",3000,제1종근린생활시설,근린생활시설및 주택(3가구),10,(철근)콘크리트,평스라브,0,3,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 72-121번지,41117,10200,0,72,121,10841240492,1,일반,2,일반건축물,경기도 수원시 영통구 월드컵로151번길 22 (원천동),,,,,0,4.11E+11,10201,0,22,0,,0,주건축물,182,108.57,59.65,279.8,181.09,99.5,11,벽돌구조,연와조,1000,단독주택,주택(7가구),10,(철근)콘크리트,슬라브,0,7,7.8,2,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 72-139번지,41117,10200,0,72,139,10841240493,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 279-5 (원천동),,,,,0,4.11E+11,10202,0,279,5,,0,주건축물,270.47,133.86,49.49,390.78,390.78,144.48,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[15가구],10,(철근)콘크리트,슬라브,0,15,9.75,3,0,0,0,0,0,0,0,0,0,0,0,3,3,34.5,원천동
경기도 수원시 영통구 원천동 73-1번지,41117,10200,0,73,1,10841240494,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 277 (원천동),대청주유소,,,,1,4.11E+11,10202,0,277,0,대청주유소,0,주건축물,712.98,326.08,45.73,541.04,541.04,75.88,31,일반철골구조,"철근콘크리트구조,철골구조",19000,위험물저장및처리시설,"위험물저장및처리시설,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,10.92,3,0,0,0,0,0,541.04,0,0,0,0,0,3,3,35,원천동
경기도 수원시 영통구 원천동 74번지,41117,10200,0,74,0,10841240495,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,23.14,0,23.14,23.14,0,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙.평가건,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 원천동 74-1번지,41117,10200,0,74,1,10841240496,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 281 (원천동),,,,,0,4.11E+11,10202,0,281,0,,0,주건축물,0,125.71,0,642.37,493.02,0,21,철근콘크리트구조,"철근콘크리트조, 조적조",3000,제1종근린생활시설,근린생활시설및 주택,10,(철근)콘크리트,슬라브,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 75-3번지,41117,10200,0,75,3,10841240497,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 283-5 (원천동),,,,,0,4.11E+11,10202,0,283,5,,0,주건축물,245,144.46,58.96,514.75,386.85,157.9,11,벽돌구조,시멘트벽돌조,4000,제2종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,슬라브,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 76-1번지,41117,10200,0,76,1,10841240498,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 285 (원천동),,,,,0,4.11E+11,10202,0,285,0,,0,주건축물,1043.465,168.85,16.18,623.51,458.51,43.94,21,철근콘크리트구조,라멘조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,슬라브,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-2번지,41117,10200,0,77,2,10841240499,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-11 (원천동),,,,,0,4.11E+11,10201,0,28,11,,0,주건축물,231,125.27,54.23,346.95,242.07,104.79,11,벽돌구조,연와조,1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,슬라브,0,7,7.9,2,1,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-4번지,41117,10200,0,77,4,10841240501,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-2 (원천동),,,,,0,4.11E+11,10201,0,36,2,,0,주건축물,202,118.41,58.62,473.64,355.23,175.86,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[17가구],10,(철근)콘크리트,경사스라브,0,17,12.25,3,1,0,0,0,0,0,0,0,0,0,0,3,3,34.5,원천동
경기도 수원시 영통구 원천동 77-4번지,41117,10200,0,77,4,10841240500,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-4 (원천동),,,,,0,4.11E+11,10201,0,36,4,,0,주건축물,0,79.34,0,79.34,79.34,0,51,일반목구조,목조,4000,제2종근린생활시설,사무소,20,기와,와즙.평가건,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-6번지,41117,10200,0,77,6,10841240502,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 283-6 (원천동),,,,,0,4.11E+11,10202,0,283,6,,0,주건축물,0,58.01,0,96.89,96.89,0,11,벽돌구조,연와조,4000,제2종근린생활시설,주택및 제2종근린생활시설,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,2,2.41,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-7번지,41117,10200,0,77,7,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 월드컵로149번길 34 (원천동),,,,,0,4.11E+11,10201,0,34,,,0,주건축물,197,116.3,59.04,343.268,343.268,174.25,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,평지붕,10,0,12.1,4,0,0,0,0,0,343.268,0,0,0,0,0,5,5,57.5,원천동
경기도 수원시 영통구 원천동 77-10번지,41117,10200,0,77,10,10841240504,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-20 (원천동),,,,,0,4.11E+11,10201,0,36,20,,0,주건축물,135,73.15,54.19,213.75,142.5,105.56,11,벽돌구조,연와조,1000,단독주택,단독주택[4가구],10,(철근)콘크리트,슬라브,0,4,7.4,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,원천동
경기도 수원시 영통구 원천동 77-11번지,41117,10200,0,77,11,10841240505,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-24 (원천동),,,,,0,4.11E+11,10201,0,36,24,,0,주건축물,222,132.3,59.59,493.77,370.77,167.01,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,"주택(6가구), 근린생활시설",10,(철근)콘크리트,슬라브,0,6,10,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-19번지,41117,10200,0,77,19,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-10 (원천동),춘강하이빌,,,,0,4.11E+11,10201,0,36,10,,0,주건축물,165,97.95,59.36,284.4,284.4,172.36,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(5가구),10,(철근)콘크리트,(철근)콘크리트,0,5,12.55,4,0,1,0,0,0,284.4,0,0,0,0,2,5,3,34.5,원천동
경기도 수원시 영통구 원천동 77-20번지,41117,10200,0,77,20,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-8 (원천동),,,,,0,4.11E+11,10201,0,36,8,,0,주건축물,165,68.67,41.62,133.26,133.26,80.76,51,일반목구조,일반목구조,1000,단독주택,단독주택(단독주택),90,기타지붕,기타지붕(칼라강판),0,1,8.23,2,0,0,0,0,0,133.26,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 77-23번지,41117,10200,0,77,23,10841240508,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 29 (원천동),,,,,0,4.11E+11,10201,0,29,,,0,주건축물,352,210.09,59.68,598.82,598.82,170.12,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,주택(5가구)및 근생,10,(철근)콘크리트,슬라브,0,5,10.6,3,0,0,0,0,0,0,0,0,0,0,0,4,4,46,원천동
경기도 수원시 영통구 원천동 77-25번지,41117,10200,0,77,25,10841240509,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-22 (원천동),,,,,0,4.11E+11,10201,0,36,22,,0,주건축물,0,111.83,0,219,201.71,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,6,0,2,1,0,0,2,7.2,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-27번지,41117,10200,0,77,27,10841240510,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-12 (원천동),,,,,0,4.11E+11,10201,0,36,12,,0,주건축물,246,128.98,52.43,199.12,199.12,80.94,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,7,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-28번지,41117,10200,0,77,28,10841240511,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 22-11 (원천동),,,,,0,4.11E+11,10201,0,22,11,,0,주건축물,160,88.09,55.06,209.32,164.68,102.93,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,4,6.6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-35번지,41117,10200,0,77,35,10841240512,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-10 (원천동),,,,,0,4.11E+11,10201,0,28,10,,0,주건축물,171,101.73,59.49,289.68,289.68,169.4,11,벽돌구조,조적조(연와조),1000,단독주택,다가구주택(6가구),10,(철근)콘크리트,슬라브,0,6,9.05,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-40번지,41117,10200,0,77,40,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-23 (원천동),,,,,0,4.11E+11,10201,0,28,23,,0,주건축물,136,80.28,59.03,217.2227,217.2227,159.72,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제1종근린생활시설(휴게음식점)",10,(철근)콘크리트,철근콘크리트구조,0,2,8.9,3,0,0,0,0,0,217.2227,0,0,0,0,1,2,1,11.5,원천동
경기도 수원시 영통구 원천동 77-41번지,41117,10200,0,77,41,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-17 (원천동),,,,,0,4.11E+11,10201,0,28,17,,0,주건축물,168,100.63,59.9,289.11,289.11,172.09,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,(철근)콘크리트 평지붕,0,8,11.2,4,0,0,0,0,0,289.11,0,0,0,0,0,8,8,92,원천동
경기도 수원시 영통구 원천동 77-43번지,41117,10200,0,77,43,10841241221,2,집합,3,표제부,경기도 수원시 영통구 동수원로537번길 28-18 (원천동),도레미하우스,,,,0,4.11E+11,10201,0,28,18,도레미하우스,0,주건축물,164,90.68,55.29,328.9,328.9,200.55,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,(철근)콘크리트,13,0,12.1,4,0,0,0,0,0,328.9,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-44번지,41117,10200,0,77,44,10841241222,2,집합,3,표제부,경기도 수원시 영통구 동수원로537번길 28-20 (원천동),,,,,0,4.11E+11,10201,0,28,20,,0,주건축물,163,94.72,58.11,330.14,330.14,202.54,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,평슬라브,14,0,11.8,4,0,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-45번지,41117,10200,0,77,45,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로551번길 35 (원천동),쟈스민 레지던스,,,,0,4.11E+11,10201,0,35,0,,0,주건축물,360,195.43,54.29,719.72,719.72,199.92,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설(고시원),10,(철근)콘크리트,(철근)콘크리트(평슬라브),0,0,13.3,4,0,0,0,0,0,719.72,0,0,0,0,0,5,5,57.5,원천동
경기도 수원시 영통구 원천동 77-48번지,41117,10200,0,77,48,10841240515,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 22-17 (원천동),,,,,0,4.11E+11,10201,0,22,17,,0,주건축물,0,75.69,0,228.24,143.64,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-54번지,41117,10200,0,77,54,10841240516,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-18 (원천동),,,,,0,4.11E+11,10201,0,36,18,,0,주건축물,155,90.42,58.34,266.94,177.96,114.81,11,벽돌구조,연와조,1000,단독주택,단독주택(6가구),10,(철근)콘크리트,슬라브,0,6,7.2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 77-55번지,41117,10200,0,77,55,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 36-16 (원천동),,,,,0,4.11E+11,10201,0,36,16,,0,주건축물,165,87.25,52.88,329.26,329.26,199.55,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설(고시원),10,(철근)콘크리트,평스라브,0,0,10.7,4,0,0,0,0,0,329.26,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-56번지,41117,10200,0,77,56,10841240518,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-13 (원천동),,,,,0,4.11E+11,10201,0,28,13,,0,주건축물,190,104.4,54.95,276.33,182.55,96.08,11,벽돌구조,연와조,1000,단독주택,주택(5가구),10,(철근)콘크리트,슬라브,0,5,7.9,2,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 77-68번지,41117,10200,0,77,68,10841240519,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-14 (원천동),,,,,0,4.11E+11,10201,0,28,14,,0,주건축물,235,136.8,58.21,226.98,180,76.6,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,7.8,2,1,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-71번지,41117,10200,0,77,71,10841240520,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 22-15 (원천동),,,,,0,4.11E+11,10201,0,22,15,,0,주건축물,173,103.2,59.65,328.8,238.52,137.87,19,기타조적구조,조적조,1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,슬라브,0,7,10.1,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-73번지,41117,10200,0,77,73,10841240521,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-5 (원천동),,,,,0,4.11E+11,10201,0,28,5,,0,주건축물,234,138.36,59.13,341.87,228.47,97.64,11,벽돌구조,연와조,1000,단독주택,다가구주택,10,(철근)콘크리트,슬라브,0,7,7.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-74번지,41117,10200,0,77,74,10841240522,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-3 (원천동),,,,,0,4.11E+11,10201,0,28,3,,0,주건축물,70,41.2,58.86,82.4,41.2,58.86,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,3,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-75번지,41117,10200,0,77,75,10841240523,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-15 (원천동),,,,,0,4.11E+11,10201,0,28,15,,0,주건축물,121,70.46,58.23,178.65,110.22,91.09,11,벽돌구조,연와조,1000,단독주택,주택(5가구),10,(철근)콘크리트,슬라브,0,5,7.9,2,1,0,0,0,0,0,0,0,0,0,0,1,1,11.5,원천동
경기도 수원시 영통구 원천동 77-77번지,41117,10200,0,77,77,10841240524,1,일반,2,일반건축물,경기도 수원시 영통구 월드컵로149번길 36 (원천동),,,,,0,4.11E+11,10201,0,36,0,,0,주건축물,210,124.43,59.25,488.57,364.14,173.4,21,철근콘크리트구조,철근콘크리트조및조적조,1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,슬라브,0,8,9.9,3,1,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-78번지,41117,10200,0,77,78,10841240525,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-6 (원천동),,,,,0,4.11E+11,10201,0,28,6,,0,주건축물,171,99.68,58.29,282.96,188.28,110.11,19,기타조적구조,조적조,1000,단독주택,다가구주택,10,(철근)콘크리트,슬라브,0,7,7.7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,원천동
경기도 수원시 영통구 원천동 77-79번지,41117,10200,0,77,79,10841240526,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 28-8 (원천동),,,,,0,4.11E+11,10201,0,28,8,,0,주건축물,171,101.64,59.44,281.02,183.52,107.32,11,벽돌구조,연와조,1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,슬라브,0,7,7.9,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,원천동
경기도 수원시 영통구 원천동 77-80번지,41117,10200,0,77,80,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 26 (원천동),신성,,,,0,4.11E+11,10201,0,26,,가동,0,주건축물,206,122.3,59.368932,390.65,390.65,189.63592,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트 기와지붕,0,7,14.8,4,0,1,0,0,0,390.65,0,0,0,0,0,7,7,80.5,원천동
경기도 수원시 영통구 원천동 77-82번지,41117,10200,0,77,82,10841240528,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 31 (원천동),에코빌딩,,,,0,4.11E+11,10201,0,31,0,,0,주건축물,243,143.24,58.95,677.4,553.56,227.8,21,철근콘크리트구조,라멘조,4000,제2종근린생활시설,근생및 주택,10,(철근)콘크리트,평스라브,1,1,14.5,4,1,0,0,0,0,0,0,0,0,0,2,5,3,34.5,원천동
경기도 수원시 영통구 원천동 77-86번지,41117,10200,0,77,86,10841240529,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로537번길 30 (원천동),,,,,1,4.11E+11,10201,0,30,0,,0,주건축물,190,113.81,59.9,325.4,325.4,171.26,21,철근콘크리트구조,철근콘크리트조및조적조,1000,단독주택,주택및근생,10,(철근)콘크리트,슬라브,6,6,10,3,0,0,0,0,0,0,0,0,0,0,0,2,2,23,원천동
경기도 수원시 영통구 원천동 77-89번지,41117,10200,0,77,89,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 동수원로537번길 28-24 (원천동),,,,,0,4.11E+11,10201,0,28,24,,0,주건축물,470,263.96,56.16,655.7073,655.7073,139.51,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,철근콘크리트,24,0,13.05,4,0,1,0,0,0,655.7073,0,0,0,0,9,12,3,34.5,원천동
경기도 수원시 영통구 원천동 78-3번지,41117,10200,0,78,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 293-3 (원천동),,,,,3,4.11E+11,10202,0,293,3,,0,주건축물,1731,1141.73,65.96,5425.48,2826.31,163.28,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,제1종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,25.95,6,1,2,0,0,0,5425.48,0,0,0,0,65,65,0,0,원천동
