대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
경기도 수원시 영통구 매탄동 1-1번지,41117,10100,0,1,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 384 (매탄동),매탄동 고속주유소,,,,0,4.11E+11,10101,0,384,0,3동,0,주건축물,3480,103.5,2.97,103.5,103.5,2.97,31,일반철골구조,일반철골구조,19000,위험물저장및처리시설,위험물저장및처리시설(자동세차기),10,(철근)콘크리트,평스라브,0,0,5.6,1,0,0,0,0,0,103.5,0,0,0,0,0,0,0,0,매탄2동
경기도 수원시 영통구 매탄동 1-1번지,41117,10100,0,1,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 384 (매탄동),매탄동 고속주유소,,,,0,4.11E+11,10101,0,384,0,1동,0,주건축물,3480,366.48,10.53,449.06,449.06,12.9,41,철골콘크리트구조,철근콘크리트구조,19000,위험물저장및처리시설,"위험물저장및처리시설,제1종근린생활시설",10,(철근)콘크리트,평스라브,0,0,7.75,2,0,0,0,0,0,449.06,0,0,0,0,0,0,0,0,매탄2동
경기도 수원시 영통구 매탄동 1-1번지,41117,10100,0,1,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 384 (매탄동),매탄동 고속주유소,,,,0,4.11E+11,10101,0,384,0,4동,0,주건축물,0,229.92,0,229.92,229.92,0,33,강파이프구조,강파이프구조,20000,자동차관련시설,자동차관련시설(세차장),90,기타지붕,기타지붕,0,0,3.9,1,0,0,0,0,0,229.92,0,0,0,0,0,0,0,0,매탄2동
경기도 수원시 영통구 매탄동 1-1번지,41117,10100,0,1,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 중부대로 384 (매탄동),매탄동 고속주유소,,,,0,4.11E+11,10101,0,384,0,2동,0,주건축물,0,214.4,0,285.6,285.6,0,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설(수리점),10,(철근)콘크리트,(철근)콘크리트,0,0,8.1,2,0,0,0,0,0,285.6,0,0,0,0,0,0,0,0,매탄2동
경기도 수원시 영통구 매탄동 1-5번지,41117,10100,0,1,5,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 중부대로 390 (매탄동),,,,,1,4.11E+11,10101,0,390,0,,0,주건축물,2743,1501.54,54.74,9301.72,4921.04,179.4,21,철근콘크리트구조,철근콘크리트구조,5000,문화및집회시설,"문화및집회시설(전시장),판매시설(상점)",10,(철근)콘크리트,(철근)콘크리트,0,0,21.5,4,2,3,0,0,0,9301.72,0,0,0,0,82,82,0,0,매탄2동
경기도 수원시 영통구 매탄동 28-4번지,41117,10100,0,28,4,10841236990,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,45.36,0,45.36,45.36,0,12,블록구조,시멘트블록조,1000,단독주택,주택.점포,20,기와,세멘즙평가건,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 29번지,41117,10100,0,29,0,10841236991,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,54.41,0,54.41,54.41,0,12,블록구조,블록조,1000,단독주택,주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 30-1번지,41117,10100,0,30,1,10841236992,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,47.09,0,47.09,47.09,0,12,블록구조,블록조,1000,단독주택,주택,20,기와,기와,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 50-3번지,41117,10100,0,50,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 40 (매탄동),이산 패밀리타운 105동,,,,1,4.11E+11,10101,0,40,0,,0,주건축물,289.2,172.97,59.81,576,576,199.17,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,9,17,5,0,1,0,0,0,576,0,0,0,0,10,10,0,0,매탄2동
경기도 수원시 영통구 매탄동 50-5번지,41117,10100,0,50,5,10841236995,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 42 (매탄동),,,,,0,4.11E+11,10101,0,42,0,,0,주건축물,317,174.41,55.02,659.66,497.13,156.82,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,19,10.45,3,1,0,0,0,0,659.66,0,0,0,0,0,6,6,70,매탄2동
경기도 수원시 영통구 매탄동 50-7번지,41117,10100,0,50,7,10841236996,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 44 (매탄동),,,,,0,4.11E+11,10101,0,44,0,,0,주건축물,344,156.69,45.55,587.03,450.09,130.84,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,19,10.45,3,1,0,0,0,0,587.03,0,0,0,0,0,5,5,57.5,매탄2동
경기도 수원시 영통구 매탄동 50-8번지,41117,10100,0,50,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 38 (매탄동),이산 패밀리타운 106동,,,,0,4.11E+11,10101,0,38,,,0,주건축물,302,180.4,59.74,604.66,604.66,200.22,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,9,16.8,5,0,1,0,0,0,604.66,0,0,0,0,10,10,0,0,매탄2동
경기도 수원시 영통구 매탄동 50-9번지,41117,10100,0,50,9,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 36 (매탄동),이산 패밀리타운 104동,,,,0,4.11E+11,10101,0,36,0,,0,주건축물,330,196.37,59.51,660.32,660.32,200.1,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택,근린생활시설)",10,(철근)콘크리트,(철근)콘크리트,0,10,16.9,5,0,1,0,0,0,660.32,0,0,0,0,11,11,0,0,매탄2동
경기도 수원시 영통구 매탄동 50-10번지,41117,10100,0,50,10,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 32 (매탄동),이산 패밀리타운 102동,,,,0,4.11E+11,10101,0,32,,,0,주건축물,416,248.021,59.62,819.596,819.596,197.02,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택) 외 1,10,(철근)콘크리트,(철근)콘크리트,0,11,16.7,5,0,1,0,0,0,819.596,0,0,0,0,13,13,0,0,매탄2동
경기도 수원시 영통구 매탄동 50-11번지,41117,10100,0,50,11,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 30 (매탄동),이산 패밀리타운 101동,,,,0,4.11E+11,10101,0,30,0,,0,주건축물,363,213.24,58.74,726.872,726.872,200.24,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택) 외 1,10,(철근)콘크리트,(철근)콘크리트,0,9,16.6,5,0,1,0,0,0,726.872,0,0,0,0,10,10,0,0,매탄2동
경기도 수원시 영통구 매탄동 50-13번지,41117,10100,0,50,13,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 산남로80번길 34 (매탄동),이산 패밀리타운 103동,,,,1,4.11E+11,10101,0,34,0,,0,주건축물,326.9,195.55,59.82,649.75,649.75,198.76,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택,근린생활시설)",10,(철근)콘크리트,(철근)콘크리트,0,11,17.1,5,0,1,0,0,0,649.75,0,0,0,0,12,12,0,0,매탄2동
경기도 수원시 영통구 매탄동 54-2번지,41117,10100,0,54,2,10841236997,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,79.34,0,79.34,79.34,0,11,벽돌구조,시멘트벽돌조,18000,창고시설,창고,10,(철근)콘크리트,슬라브,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 62-1번지,41117,10100,0,62,1,10841236998,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,309.8,0,309.8,309.8,0,12,블록구조,"블록조, 연와조",21000,동물및식물관련시설,주택,30,슬레이트,"스레이트, 슬라브",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 92-2번지,41117,10100,0,92,2,10841237000,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,29.75,0,29.75,29.75,0,19,기타조적구조,토벽조,3000,제1종근린생활시설,점포및주택,90,기타지붕,세멘와평가건,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매핑실패
경기도 수원시 영통구 매탄동 101번지,41117,10100,0,101,0,10841237003,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 24 (매탄동),,,,,2,4.11E+11,10101,0,24,,,0,주건축물,791.6,274.73,34.71,274.73,274.73,34.71,32,경량철골구조,"연와조, 조립식판넬",3000,제1종근린생활시설,근생및주택,10,(철근)콘크리트,"슬라브, 조립식판넬",0,2,3.9,1,0,0,0,0,0,274.73,0,0,0,0,0,2,2,23,매탄1동
경기도 수원시 영통구 매탄동 101-2번지,41117,10100,0,101,2,10841237004,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 515 (매탄동),,,,,1,4.11E+11,10101,0,515,,,0,주건축물,938.5,650.62,69.32,1960.25,1960.25,208.87,21,철근콘크리트구조,"철근콘크리트구조,조적조",1000,단독주택,"제1,2종근린생활시설,창고시설",10,(철근)콘크리트,(철근)콘크리트,0,0,20.1,5,1,1,0,0,0,1960.25,0,0,0,0,0,16,16,189.5,매탄1동
경기도 수원시 영통구 매탄동 101-3번지,41117,10100,0,101,3,10841237005,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로513번길 23 (매탄동),,,,,0,4.11E+11,10101,0,23,0,,0,주건축물,0,160.7,0,529.44,482.1,0,11,벽돌구조,연와조,1000,단독주택,"주택, 제1종근린생활시설",10,(철근)콘크리트,슬라브,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-4번지,41117,10100,0,101,4,10841237006,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 14 (매탄동),,,,,0,4.11E+11,10101,0,14,0,,0,주건축물,285.8,170.55,59.67,554.75,521.07,182.32,11,벽돌구조,"연와조, 경량철골조, 라멘조",1000,단독주택,"단독주택, 제1종근린생활시설",10,(철근)콘크리트,"슬라브, 경사판넬지붕",0,4,11.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-5번지,41117,10100,0,101,5,10841237007,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 10 (매탄동),,,,,0,4.11E+11,10101,0,10,,,0,주건축물,0,149.37,0,477.93,442.17,0,11,벽돌구조,연와조,1000,단독주택,"주택, 제1종근린생활시설",10,(철근)콘크리트,슬라브,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-6번지,41117,10100,0,101,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 4-5 (매탄동),,,,,1,4.11E+11,10101,0,4,5,,0,주건축물,397.2,145.82,36.71,241.5,241.5,60.8,51,일반목구조,일반목구조,1000,단독주택,단독주택(단독주택),90,기타지붕,기타지붕(일반목구조),0,1,11.32,3,0,0,0,0,0,241.5,0,0,0,0,0,3,3,34.5,매탄1동
경기도 수원시 영통구 매탄동 101-8번지,41117,10100,0,101,8,10841237009,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 511 (매탄동),,,,,0,4.11E+11,10101,0,511,0,,0,주건축물,288,171.75,59.64,494.25,494.25,171.61,21,철근콘크리트구조,라멘조/조적조,1000,단독주택,"근린생활시설, 주택(10가구)",10,(철근)콘크리트,슬라브,0,10,10.1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄1동
경기도 수원시 영통구 매탄동 101-9번지,41117,10100,0,101,9,10841237010,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로 513 (매탄동),,,,,0,4.11E+11,10101,0,513,0,,0,주건축물,325,193.84,59.64,566.44,550.6,169.42,31,일반철골구조,"브럭조, 철골조",4000,제2종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,슬라브,0,1,11.5,3,1,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄1동
경기도 수원시 영통구 매탄동 101-10번지,41117,10100,0,101,10,10841237011,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 23 (매탄동),,,,,0,4.11E+11,10101,0,23,0,,0,주건축물,0,128.76,0,425.34,386.28,0,21,철근콘크리트구조,라멘조,1000,단독주택,"주택, 제1종근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-11번지,41117,10100,0,101,11,10841237012,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 21 (매탄동),,,,,0,4.11E+11,10101,0,21,0,,0,주건축물,0,118.56,0,394.44,355.68,0,11,벽돌구조,연와조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-12번지,41117,10100,0,101,12,10841237013,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 15 (매탄동),,,,,0,4.11E+11,10101,0,15,0,,0,주건축물,0,119.68,0,433.68,350.14,0,11,벽돌구조,"연와조, 철근콘크리트조",1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-13번지,41117,10100,0,101,13,10841237014,1,일반,2,일반건축물,경기도 수원시 영통구 동수원로507번길 11 (매탄동),,,,,0,4.11E+11,10101,0,11,0,,0,주건축물,205.8,118.8,57.73,457.02,419.22,203.7,19,기타조적구조,조적조외2,1000,단독주택,단독주택외2,10,(철근)콘크리트,슬라브외1,0,4,12.9,4,1,0,0,0,0,0,0,0,0,0,0,2,2,23,매탄1동
경기도 수원시 영통구 매탄동 101-14번지,41117,10100,0,101,14,10841237015,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 21 (매탄동),,,,,0,4.11E+11,10101,0,21,0,,0,주건축물,0,119.76,0,479.04,359.28,0,21,철근콘크리트구조,"철근콘크리트조, 조적조",1000,단독주택,"단독주택(4가구), 근린생활시설",10,(철근)콘크리트,슬라브,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-15번지,41117,10100,0,101,15,10841237016,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 19 (매탄동),,,,,0,4.11E+11,10101,0,19,0,,0,주건축물,0,96.48,0,200.07,183.69,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-16번지,41117,10100,0,101,16,10841237017,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 23 (매탄동),주막거리경로당,,,,0,4.11E+11,10101,0,23,0,,0,주건축물,1616.2,76.62,4.74,130.44,130.44,8.07,11,벽돌구조,연와조,11000,노유자시설,노유자시설(노인정),10,(철근)콘크리트,슬라브,0,0,6.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-17번지,41117,10100,0,101,17,10841237018,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 9 (매탄동),,,,,0,4.11E+11,10101,0,9,0,,0,주건축물,205.64,112.38,54.65,315.48,201.66,98.06,11,벽돌구조,연와조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,스라브위기와,0,3,7.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-18번지,41117,10100,0,101,18,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 7 (매탄동),매탄동 101-18 단독주택,,,,0,4.11E+11,10101,0,7,0,주건축물제1동,0,주건축물,199.9,119.85,59.95,358.47,358.47,179.32,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),90,기타지붕,경사지붕,0,8,14.2,4,0,1,0,0,0,358.47,0,0,0,0,8,8,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-19번지,41117,10100,0,101,19,10841237020,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 5 (매탄동),,,,,0,4.11E+11,10101,0,5,0,,0,주건축물,0,104.72,0,296,186.92,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-20번지,41117,10100,0,101,20,10841237021,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 1 (매탄동),,,,,0,4.11E+11,10101,0,1,0,,0,주건축물,179.7,105.81,58.88,423.24,317.43,176.64,21,철근콘크리트구조,"철근콘크리트조, 연와조",1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,4,10.8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-21번지,41117,10100,0,101,21,10841237022,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 2 (매탄동),,,,,0,4.11E+11,10101,0,2,0,,0,주건축물,0,149.4,0,490.07,448.2,0,11,벽돌구조,연와조,1000,단독주택,"주택[3가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-22번지,41117,10100,0,101,22,10841237023,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 6 (매탄동),,,,,0,4.11E+11,10101,0,6,0,,0,주건축물,0,79.58,0,178.02,156.42,0,11,벽돌구조,연와조,1000,단독주택,주택및사무실,10,(철근)콘크리트,슬라브,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-23번지,41117,10100,0,101,23,10841237024,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 12 (매탄동),,,,,0,4.11E+11,10101,0,12,0,,0,주건축물,0,143.85,0,460.2,420.03,0,11,벽돌구조,연와조,1000,단독주택,주택및소매점,10,(철근)콘크리트,슬라브,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-24번지,41117,10100,0,101,24,10841237025,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 22 (매탄동),,,,,0,4.11E+11,10101,0,22,0,,0,주건축물,0,131.04,0,265.23,217.08,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-25번지,41117,10100,0,101,25,10841237026,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로68번길 24 (매탄동),,,,,0,4.11E+11,10101,0,24,0,,0,주건축물,0,95.02,0,277.25,181.81,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,3,0,2,1,0,0,1,1.5,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-26번지,41117,10100,0,101,26,10841237027,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 3 (매탄동),,,,,0,4.11E+11,10101,0,3,,,0,주건축물,0,122.4,0,407.85,367.2,0,11,벽돌구조,연와조,1000,단독주택,주택및소매점,10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-27번지,41117,10100,0,101,27,10841237028,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 1 (매탄동),,,,,0,4.11E+11,10101,0,1,0,,0,주건축물,0,123.52,0,392.03,360.11,0,11,벽돌구조,연와조,1000,단독주택,주택및소매점,10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-28번지,41117,10100,0,101,28,10841237029,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 54 (매탄동),,,,,0,4.11E+11,10101,0,54,0,,0,주건축물,0,113.79,0,348.7,299.36,0,11,벽돌구조,"연와조, 철근콘크리트조",1000,단독주택,주택및소매점,10,(철근)콘크리트,슬라브,0,2,0,3,1,0,0,1,3.9,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-29번지,41117,10100,0,101,29,10841237030,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 56 (매탄동),,,,,0,4.11E+11,10101,0,56,0,,0,주건축물,0,116.56,0,457.48,326.12,0,21,철근콘크리트구조,연와조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-30번지,41117,10100,0,101,30,10841237031,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 58 (매탄동),,,,,0,4.11E+11,10101,0,58,,,0,주건축물,0,121.78,0,399.7,365.34,0,11,벽돌구조,연와조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-31번지,41117,10100,0,101,31,10841237032,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 60 (매탄동),,,,,0,4.11E+11,10101,0,60,0,,0,주건축물,0,134.31,0,426.21,376.41,0,11,벽돌구조,연와조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,슬라브,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-32번지,41117,10100,0,101,32,10841237033,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 62 (매탄동),,,,,2,4.11E+11,10101,0,62,0,,0,주건축물,353.7,186.66,52.77,482.58,482.58,136.44,11,벽돌구조,연와조,1000,단독주택,단독주택(13세대),10,(철근)콘크리트,슬라브,0,13,9.7,3,0,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄1동
경기도 수원시 영통구 매탄동 101-35번지,41117,10100,0,101,35,10841237034,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로 64-1 (매탄동),,,,,1,4.11E+11,10101,0,64,1,,0,주건축물,321.6,186.52,58,539.4,539.4,167.72,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구주택(13가구),10,(철근)콘크리트,슬라브,0,13,10.8,3,0,0,0,0,0,0,0,0,0,0,0,4,4,46,매탄1동
경기도 수원시 영통구 매탄동 101-36번지,41117,10100,0,101,36,10841237035,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 2 (매탄동),,,,,0,4.11E+11,10101,0,2,0,,0,주건축물,218.9,131.29,59.96,478.13,375.52,171.55,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 주택[8가구]",10,(철근)콘크리트,슬라브,0,8,10,3,1,0,0,0,0,0,0,23.4,2,23,0,2,2,23,매탄1동
경기도 수원시 영통구 매탄동 101-37번지,41117,10100,0,101,37,10841237036,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 6 (매탄동),,,,,0,4.11E+11,10101,0,6,0,,0,주건축물,0,115.65,0,368.64,328.32,0,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,스라브위기와,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-38번지,41117,10100,0,101,38,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 8 (매탄동),,,,,0,4.11E+11,10101,0,8,0,,0,주건축물,216.6,128.78,59.46,433.93,433.93,200.34,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(7가구)외1,10,(철근)콘크리트,(철근)콘크리트,0,7,14.8,5,0,1,0,0,0,433.93,0,0,0,0,6,8,2,23,매탄1동
경기도 수원시 영통구 매탄동 101-39번지,41117,10100,0,101,39,10841237038,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 10 (매탄동),,,,,0,4.11E+11,10101,0,10,0,,0,주건축물,0,132.4,0,477.55,308.91,0,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,주택및숙소,10,(철근)콘크리트,슬라브,0,1,0,3,1,0,0,1,4.56,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-40번지,41117,10100,0,101,40,10841237039,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 14 (매탄동),,,,,1,4.11E+11,10101,0,14,0,,0,주건축물,412.1,247.11,59.96,1167.31,886.22,215.05,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"단독주택[14가구], 제2종근린생활시설",10,(철근)콘크리트,슬라브,0,14,15.6,4,1,0,0,0,0,0,0,0,0,0,6,8,2,12.3,매탄1동
경기도 수원시 영통구 매탄동 101-41번지,41117,10100,0,101,41,10841237040,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 16 (매탄동),,,,,0,4.11E+11,10101,0,16,0,,0,주건축물,205.3,111.66,54.39,470.1,358.44,174.59,21,철근콘크리트구조,"라멘조/조적조, 경량철골조",1000,단독주택,"주택, 근린생활시설",90,기타지붕,조립식판넬,0,3,12.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,매탄1동
경기도 수원시 영통구 매탄동 101-42번지,41117,10100,0,101,42,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 매여울로52번길 18 (매탄동),,,,,0,4.11E+11,10101,0,18,0,,0,주건축물,175,104.74,59.85,330.68,330.68,188.96,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다중주택),10,(철근)콘크리트,(철근)콘크리트,0,1,14,4,0,1,0,0,0,330.68,0,0,0,0,4,4,0,0,매탄1동
