,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,변환_행정동,주차면수합
9363,경기도 수원시 팔달구 지동 146-16번지,41115,13900,0,146,16,10841180870,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로351번길 5-7 (지동),,,,,0,4.11E+11,13901,0,5,7,,0,주건축물,172,102.24,59.44,298.8,298.8,173.72,11,벽돌구조,연와조,1000,단독주택,다가구주택(5가구),10,(철근)콘크리트,슬라브,0,5,9.1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960119,19960320,19960716,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9364,경기도 수원시 팔달구 지동 146-17번지,41115,13900,0,146,17,10841178139,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 347 (지동),,,,,0,4.11E+11,13901,0,347,0,,0,주건축물,182,108,59.34,314.05,314.05,172.55,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(3가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,3,9.8,3,0,0,0,0,0,314.05,0,0,0,0,0,0,2,23,20021127,20040317,20040730,2002,3770002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9366,경기도 수원시 팔달구 지동 146-19번지,41115,13900,0,146,19,1.00E+21,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 345-4 (지동),지동 146-19 단독주택 (정현덕),,,,0,4.11E+11,13901,0,345,4,주건축물제1동,0,주건축물,159,95.27,59.92,229.25,229.25,144.18,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 제1종근린생활시설(소매점)",10,(철근)콘크리트,(철근)콘크리트,0,3,11.65,3,0,1,0,0,0,229.25,0,0,0,0,3,0,0,0,20220106,20220718,20230405,2022,3770030,건축과,1101,신축허가,1,,0,0,,0,,0,20230407,1,VII-0.170g,지동,3
9367,경기도 수원시 팔달구 지동 146-28번지,41115,13900,0,146,28,10841178162,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 21 (지동),,,,,0,4.11E+11,13901,0,21,0,,0,주건축물,218,127.11,58.31,448.96,339.98,155.95,19,기타조적구조,조적조,1000,단독주택,다가구주택(17가구),10,(철근)콘크리트,평스라브,0,17,10.6,3,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5,19961231,19970326,19971231,,,,,,0,,0,0,,0,,0,20220909,0,,지동,3
9368,경기도 수원시 팔달구 지동 146-29번지,41115,13900,0,146,29,10841176726,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 19 (지동),,,,,0,4.11E+11,13901,0,19,0,,0,주건축물,191,113,59.16,319.67,319.67,167.37,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[7가구],10,(철근)콘크리트,평슬라브,0,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20020516,20020518,20021031,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9369,경기도 수원시 팔달구 지동 146-30번지,41115,13900,0,146,30,10841179612,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 17 (지동),,,,,0,4.11E+11,13901,0,17,0,,0,주건축물,188,112.47,59.82,433.87,312.45,166.2,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택[18가구],10,(철근)콘크리트,(철근)콘크리트,0,18,10.02,3,1,0,0,0,0,433.87,0,0,0,0,3,51.67,0,0,20030520,20030602,20031113,2003,3770002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,3
9370,경기도 수원시 팔달구 지동 146-34번지,41115,13900,0,146,34,10841179768,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 26 (지동),,,,,0,4.11E+11,13901,0,26,0,,0,주건축물,171,99.8,58.36,289.35,289.35,169.21,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택7가구),10,(철근)콘크리트,(철근)콘크리트,0,7,9,3,0,0,0,0,0,289.35,0,0,0,0,0,0,2,23,20021211,20070111,20070530,2002,3770002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9371,경기도 수원시 팔달구 지동 146-38번지,41115,13900,0,146,38,10841187704,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 345-9 (지동),,,,,0,4.11E+11,13901,0,345,9,,0,주건축물,157,93.66,59.66,277.2,277.2,176.56,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[7가구],10,(철근)콘크리트,콘크리트평스라브,0,7,9.4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20010406,20010420,20010709,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9379,경기도 수원시 팔달구 지동 146-54번지,41115,13900,0,146,54,10841174463,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 23 (지동),,,,,0,4.11E+11,13901,0,23,0,,0,주건축물,221,118.68,53.7,449,335.52,151.82,11,벽돌구조,연와조,1000,단독주택,다가구용단독주택(7가구),10,(철근)콘크리트,슬라브,0,7,11.7,3,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5,19951226,19960305,19960920,,,,,,0,,0,0,,0,,0,20220909,0,,지동,3
9380,경기도 수원시 팔달구 지동 146-55번지,41115,13900,0,146,55,10841171910,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로351번길 17-1 (지동),,,,,0,4.11E+11,13901,0,17,1,,0,주건축물,175,104.84,59.91,314.52,314.52,179.73,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,주택,10,(철근)콘크리트,평스라브,0,5,10.2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19971006,19971014,19980806,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9383,경기도 수원시 팔달구 지동 146-59번지,41115,13900,0,146,59,10841178973,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로339번길 33 (지동),,,,,0,4.11E+11,13901,0,33,0,,0,주건축물,212.5,126.12,59.35,489.69,363.57,171.09,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[15가구],10,(철근)콘크리트,평슬라브,0,15,10.55,3,1,0,0,0,0,0,0,0,0,0,0,0,4,46,20011008,20011023,20020222,,,,,,0,,0,0,,0,,0,20220909,0,,지동,4
9385,경기도 수원시 팔달구 지동 147-4번지,41115,13900,0,147,4,10841175629,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 348 (지동),,,,,0,4.11E+11,13901,0,348,0,,0,주건축물,172,102.81,59.77,270.41,270.41,157.22,21,철근콘크리트구조,"RC조,조적조",1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,슬라브,0,1,9.6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19960328,19960402,19961030,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9387,경기도 수원시 팔달구 지동 148-1번지,41115,13900,0,148,1,10841174278,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 352 (지동),,,,,0,4.11E+11,13901,0,352,,,0,주건축물,197,113.93,57.83,331.74,331.74,168.4,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,평슬라브,0,0,10.4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20030118,20030220,20030719,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9390,경기도 수원시 팔달구 지동 148-7번지,41115,13900,0,148,7,10841174172,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 358 (지동),,,,,1,4.11E+11,13901,0,358,0,,0,주건축물,246,136.07,55.31,573.78,468.8,190.57,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"근린생활시설, 다가구주택(4가구), 위험물저장및처리시설",10,(철근)콘크리트,슬라브,0,4,13.75,4,1,0,0,0,0,573.78,0,0,0,0,0,0,5,57.5,19970106,19970319,19970927,,,,,,3,,0,0,,0,,0,20220909,0,,지동,5
9391,경기도 수원시 팔달구 지동 148-9번지,41115,13900,0,148,9,10841180599,1,일반,2,일반건축물,경기도 수원시 팔달구 세지로 354 (지동),,,,,0,4.11E+11,13901,0,354,,,0,주건축물,491,292.74,59.62,292.74,292.74,59.62,32,경량철골구조,경량철골구조,3000,제1종근린생활시설,제1종근린생활시설(소매점),90,기타지붕,기타지붕,0,0,4.8,1,0,0,0,0,0,292.74,0,0,0,0,0,0,2,23,20070307,20070420,20070724,2007,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9392,경기도 수원시 팔달구 지동 149-1번지,41115,13900,0,149,1,10841187950,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로75번길 41 (지동),,,,,0,4.11E+11,13901,0,41,0,,0,주건축물,232,138.89,59.87,288.44,244.19,105.25,32,경량철골구조,"철근콘크리트구조,경량철골구조",1000,단독주택,"단독주택(단독주택-1가구),제2종근린생활시설(제조업소)",90,기타지붕,조립식판넬,0,1,7.9,2,1,0,0,0,0,288.44,0,0,0,0,1,11.5,0,0,19900614,,19901116,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9396,경기도 수원시 팔달구 지동 150번지,41115,13900,0,150,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로93번길 28 (지동),사계절하우스+,,,,0,4.11E+11,13901,0,28,0,,0,주건축물,93,37.1,39.89,98.45,98.45,105.86,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,0,11.77,3,0,0,0,0,0,98.45,0,0,0,0,1,12,0,0,20200907,,20211214,2020,3770030,건축과,1201,신축신고,1,,0,0,,0,,0,20220909,1,Ⅶ-0.170g,지동,1
9419,경기도 수원시 팔달구 지동 153-57번지,41115,13900,0,153,57,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로75번길 55 (지동),,,,,0,4.11E+11,13901,0,55,0,,0,주건축물,367,185.94,50.66,185.94,185.94,50.66,32,경량철골구조,경량철골구조,4000,제2종근린생활시설,근린생활시설,90,기타지붕,샌드위치판넬,0,0,5.8,1,0,0,0,0,0,102.88,0,0,0,0,0,0,1,11.5,20080529,20080701,20081021,2008,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,1
9433,경기도 수원시 팔달구 지동 162-2번지,41115,13900,0,162,2,10841184608,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로 112 (지동),,,,,0,4.11E+11,13904,0,112,0,,0,주건축물,331,170.34,51.46,334.14,334.14,100.95,31,일반철골구조,철골조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,철골조경사,0,0,8.62,2,0,0,0,0,0,334.14,0,0,0,0,0,0,2,23,20020803,20020820,20021129,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9443,경기도 수원시 팔달구 지동 166-1번지,41115,13900,0,166,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로 101 (지동),,,,,0,4.11E+11,13904,0,101,,,0,주건축물,292,166.53,57.03,491.64,491.64,168.37,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택6가구),10,(철근)콘크리트,(철근)콘크리트,0,6,14.2,4,0,0,0,0,0,491.64,0,0,0,0,0,0,7,80.5,20140129,20140214,20140709,2014,3770030,건축과,1101,신축허가,1,,0,0,,0,,0,20220909,1,,지동,7
9447,경기도 수원시 팔달구 지동 167-4번지,41115,13900,0,167,4,10841185660,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로 98 (지동),,,,,0,4.11E+11,13904,0,98,0,,0,주건축물,255,144.61,56.71,460.26,417.75,163.82,21,철근콘크리트구조,"라멘조, 연와조",1000,단독주택,"근린생활시설, 단독주택(5가구)",10,(철근)콘크리트,슬라브,0,5,9.85,3,1,0,0,1,1.44,0,0,0,0,0,0,0,1,11.5,19930709,19930719,19931115,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9459,경기도 수원시 팔달구 지동 169-16번지,41115,13900,0,169,16,10841187036,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 3-2 (지동),,,,,0,4.11E+11,13901,0,3,2,,0,주건축물,165,96.5,58.48,279.4,279.4,169.33,11,벽돌구조,연와조,1000,단독주택,"주택[4가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960113,19960314,19961118,,,,,,1,,0,0,,0,,0,20220909,0,,지동,2
9463,경기도 수원시 팔달구 지동 169-26번지,41115,13900,0,169,26,10841169523,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 7-4 (지동),,,,,0,4.11E+11,13901,0,7,4,,0,주건축물,122,72.36,59.31,196.81,128.92,105.67,11,벽돌구조,연와조,1000,단독주택,주택[5가구],10,(철근)콘크리트,슬라브,0,5,7.8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19960202,19960314,19960807,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9464,경기도 수원시 팔달구 지동 169-29번지,41115,13900,0,169,29,10841174760,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 13 (지동),,,,,0,4.11E+11,13901,0,13,0,,0,주건축물,148.47,85.91,57.86,332.86,252.34,169.96,19,기타조적구조,조적조,1000,단독주택,주택(7가구),10,(철근)콘크리트,슬라브,0,7,10.7,3,1,0,0,0,0,0,0,0,0,0,0,0,2,23,19950727,19950802,19960910,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9466,경기도 수원시 팔달구 지동 169-31번지,41115,13900,0,169,31,10841173084,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로104번길 20-10 (지동),,,,,0,4.11E+11,13901,0,20,10,,0,주건축물,159,92.53,58.19,198.01,157.76,99.22,11,벽돌구조,연와조,1000,단독주택,주택4가구,10,(철근)콘크리트,슬라브,0,4,7.8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19960123,19960314,19961107,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9469,경기도 수원시 팔달구 지동 170-4번지,41115,13900,0,170,4,10841186308,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 7-2 (지동),,,,,0,4.11E+11,13901,0,7,2,,0,주건축물,143,85.54,59.82,263.85,263.85,184.51,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택[3가구],10,(철근)콘크리트,"(철근)콘크리트,평스라브",0,3,11.9,4,0,0,0,0,0,265.2,0,0,0,0,2,23,0,0,20030506,20030522,20031013,2003,3770002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9509,경기도 수원시 팔달구 지동 175-1번지,41115,13900,0,175,1,10841175844,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 14 (지동),,,,,0,4.11E+11,13901,0,14,0,,0,주건축물,143,79.07,55.29,199.68,199.68,139.64,19,기타조적구조,조적조,1000,단독주택,주택(5가구),10,(철근)콘크리트,슬라브,0,5,10.1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19950512,19950517,19960113,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9510,경기도 수원시 팔달구 지동 175-7번지,41115,13900,0,175,7,10841177447,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 18 (지동),,,,,0,4.11E+11,13901,0,18,0,,0,주건축물,183,104.34,57.02,287.34,287.34,157.02,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"주택[6가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,6,9.2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960404,19960410,19960830,,,,,,1,,0,0,,0,,0,20220909,0,,지동,2
9515,경기도 수원시 팔달구 지동 175-12번지,41115,13900,0,175,12,10841171194,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 17 (지동),,,,,0,4.11E+11,13901,0,17,0,,0,주건축물,185,108.04,58.4,305.76,305.76,165.28,21,철근콘크리트구조,"라멘조, 조적조",1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,평스라브,0,7,9.7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960614,19960622,19961025,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9518,경기도 수원시 팔달구 지동 176-6번지,41115,13900,0,176,6,10841184103,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 25 (지동),,,,,0,4.11E+11,13901,0,25,0,,0,주건축물,263,148.77,56.57,477.12,445.42,169.36,21,철근콘크리트구조,"철근콘크리트조, 조적조",1000,단독주택,"주택[5가구], 근린생활시설",10,(철근)콘크리트,슬라브,0,5,8.3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19931214,19940331,19950603,,,,,,2,,0,0,,0,,0,20220909,0,,지동,1
9523,경기도 수원시 팔달구 지동 177-7번지,41115,13900,0,177,7,10841181777,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 35 (지동),,,,,0,4.11E+11,13901,0,35,,,0,주건축물,152,80.37,52.88,303.46,303.46,199.64,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,아동관련시설 및 다가구주택(5가구)",10,(철근)콘크리트,(철근)콘크리트,0,5,12.6,4,0,0,0,0,0,303.46,0,0,0,0,0,0,2,23,20040428,20040506,20040723,2004,3770030,건축과,1101,신축허가,1,,0,0,,0,,0,20220909,0,,지동,2
9524,경기도 수원시 팔달구 지동 177-8번지,41115,13900,0,177,8,10841181886,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로96번길 33-4 (지동),,,,,0,4.11E+11,13901,0,33,4,,0,주건축물,165,97.2,58.91,283.2,283.2,171.64,19,기타조적구조,조적조,1000,단독주택,다가구주택(5가구),10,(철근)콘크리트,"평스라브, 철근콘크리트스라브",0,5,9.55,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960703,19960726,19970108,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9527,경기도 수원시 팔달구 지동 177-11번지,41115,13900,0,177,11,10841172316,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 26 (지동),,,,,0,4.11E+11,13901,0,26,0,,0,주건축물,156,92.52,59.31,327.06,277.56,177.92,19,기타조적구조,조적조,1000,단독주택,주택(5가구),10,(철근)콘크리트,슬라브,0,5,10.1,3,1,0,0,0,0,0,0,0,0,0,3,40.5,0,0,19970513,19970524,19971009,,,,,,0,,0,0,,0,,0,20220909,0,,지동,3
9531,경기도 수원시 팔달구 지동 178-6번지,41115,13900,0,178,6,10841184692,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 38-3 (지동),,,,,0,4.11E+11,13901,0,38,3,,0,주건축물,140,82.94,59.24,237.87,237.87,169.91,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(12가구),10,(철근)콘크리트,(철근)콘크리트,0,12,9.2,3,0,0,0,0,0,237.87,0,0,0,0,0,0,2,23,20040409,20040419,20040726,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9532,경기도 수원시 팔달구 지동 178-7번지,41115,13900,0,178,7,10841184675,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 38-7 (지동),,,,,0,4.11E+11,13901,0,38,7,,0,주건축물,143,84.86,59.34,254.58,254.58,178.03,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(12가구),10,(철근)콘크리트,(철근)콘크리트,0,12,9.1,3,0,0,0,0,0,254.58,0,0,0,0,0,0,2,23,20040308,20040315,20040528,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,2
9538,경기도 수원시 팔달구 지동 178-13번지,41115,13900,0,178,13,10841177855,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 52 (지동),,,,,0,4.11E+11,13901,0,52,0,,0,주건축물,161,84.42,52.43,241.65,241.65,150.09,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(12가구),10,(철근)콘크리트,(철근)콘크리트,0,12,9.3,3,0,0,0,0,0,241.65,0,0,0,0,0,0,1,11.5,20030501,20030917,20031218,2003,3770002,생활민원과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,지동,1
9547,경기도 수원시 팔달구 지동 179-13번지,41115,13900,0,179,13,10841180923,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로82번길 30 (지동),,,,,0,4.11E+11,13901,0,30,0,,0,주건축물,430.95,139.41,32.35,328.78,219.18,50.86,19,기타조적구조,조적조,1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,슬라브,0,7,7.8,2,1,0,0,0,0,0,0,0,0,0,0,0,2,23,19930629,19930726,19931201,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9552,경기도 수원시 팔달구 지동 180-1번지,41115,13900,0,180,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 중부대로119번길 30 (지동),,,,,0,4.11E+11,13901,0,30,,,0,주건축물,102,60.93,59.74,192.19,192.19,188.42,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택,10,(철근)콘크리트,(철근)콘크리트,0,3,12.86,4,0,0,0,0,0,192.19,0,0,0,0,3,44.2,0,0,20150915,20151009,20160216,2015,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,,지동,3
9554,경기도 수원시 팔달구 지동 180-6번지,41115,13900,0,180,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 중부대로119번길 32-12 (지동),모퉁이집,,,,2,4.11E+11,13901,0,32,12,주건축물제1동,0,주건축물,153.5,87.99,57.322475,247.76,169.33,125.95,21,철근콘크리트구조,일반목구조,1000,단독주택,다가구주택,90,기타지붕,경사지붕,0,2,10.54,3,1,0,0,0,0,223.76,0,0,0,0,2,0,0,0,20170307,20170403,20190628,2017,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,,지동,2
9558,경기도 수원시 팔달구 지동 183-1번지,41115,13900,0,183,1,10841172671,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로108번길 37 (지동),,,,,0,4.11E+11,13901,0,37,0,,0,주건축물,203,111.95,55.15,282.36,177.95,87.66,11,벽돌구조,연와조,1000,단독주택,다가구주택(4가구),10,(철근)콘크리트,슬라브,0,5,7.9,2,1,0,0,0,0,0,0,0,0,0,0,0,2,23,19950222,19950224,19950712,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9562,경기도 수원시 팔달구 지동 185-2번지,41115,13900,0,185,2,10841187776,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로114번길 42-8 (지동),,,,,0,4.11E+11,13901,0,42,8,,0,주건축물,178,89.99,50.56,223.46,223.46,125.54,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,주택(5가구),10,(철근)콘크리트,평스라브,0,5,9.2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19971016,19971024,19980514,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
9563,경기도 수원시 팔달구 지동 185-3번지,41115,13900,0,185,3,10841171938,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로114번길 42-10 (지동),,,,,0,4.11E+11,13901,0,42,10,,0,주건축물,338,140.19,41.48,238.98,183.15,54.19,11,벽돌구조,"연와조,벽돌구조",1000,단독주택,단독주택,90,기타지붕,경량철골트러스경사지붕,0,2,8.4,2,1,0,0,0,0,238.98,0,0,0,0,0,0,1,11.5,19800526,,19801030,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9565,경기도 수원시 팔달구 지동 187-2번지,41115,13900,0,187,2,10841182484,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로108번길 25-11 (지동),,,,,0,4.11E+11,13901,0,25,11,,0,주건축물,127,74.27,58.48,199.35,132.16,104.06,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구주택(4가구),10,(철근)콘크리트,슬라브,0,4,7.7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19970401,19970423,19971017,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9569,경기도 수원시 팔달구 지동 187-9번지,41115,13900,0,187,9,10841187354,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로108번길 25-5 (지동),,,,,0,4.11E+11,13901,0,25,5,,0,주건축물,251.22,132,52.54,492.75,370.47,147.47,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[19가구],10,(철근)콘크리트,평슬라브,0,19,10.4,3,1,0,0,0,0,0,0,0,0,0,0,0,4,44.5,20011026,20011119,20020308,,,,,,0,,0,0,,0,,0,20220909,0,,지동,4
9570,경기도 수원시 팔달구 지동 187-11번지,41115,13900,0,187,11,10841186079,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로108번길 21 (지동),,,,,0,4.11E+11,13901,0,21,0,,0,주건축물,104,58.46,56.21,207.81,149.1,143.37,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[6가구],10,(철근)콘크리트,평슬라브,0,6,10.5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,20020328,20020409,20021108,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9571,경기도 수원시 팔달구 지동 187-18번지,41115,13900,0,187,18,10841183792,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로108번길 28-7 (지동),,,,,0,4.11E+11,13901,0,28,7,,0,주건축물,289,135.03,46.72,207.36,195.48,67.64,11,벽돌구조,연와조,1000,단독주택,주택(3가구),10,(철근)콘크리트,평스라브,0,3,6.9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,11.5,19931012,19931105,19941024,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9578,경기도 수원시 팔달구 지동 187-28번지,41115,13900,0,187,28,10841171431,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로104번길 29 (지동),,,,,0,4.11E+11,13901,0,29,0,,0,주건축물,190,109.73,57.75,318.57,231.05,121.61,19,기타조적구조,조적조,1000,단독주택,다가구주택(6가구),10,(철근)콘크리트,평스라브,0,6,7.7,3,1,0,0,0,0,318.57,0,0,0,0,1,11.5,0,0,19920812,19920831,19921211,,,,,,0,,0,0,,0,,0,20220909,0,,지동,1
9579,경기도 수원시 팔달구 지동 187-29번지,41115,13900,0,187,29,10841182562,1,일반,2,일반건축물,경기도 수원시 팔달구 팔달문로104번길 27 (지동),,,,,0,4.11E+11,13901,0,27,0,,0,주건축물,166.36,78.49,47.18,298.02,222.64,133.83,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택[7가구],10,(철근)콘크리트,평슬라브,0,7,10.2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,23,20020319,20020328,20021014,,,,,,0,,0,0,,0,,0,20220909,0,,지동,2
