,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,변환_행정동,주차면수합
4148,경기도 수원시 팔달구 매산로2가 81-20번지,41115,13500,0,81,20,10841168853,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로25번길 29 (매산로2가),,,,,0,4.11E+11,13501,0,29,0,,0,주건축물,223,164.03,73.56,490.46,435.75,195.4,11,벽돌구조,벽돌조,1000,단독주택,단독주택(11가구),10,(철근)콘크리트,스라브,0,11,10.3,3,0,0,0,0,0,490.46,0,0,0,0,4,54.71,0,0,20010428,20010518,20010918,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
4153,경기도 수원시 팔달구 매산로2가 82-1번지,41115,13500,0,82,1,10841186012,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로25번길 60-20 (매산로2가),,,,,0,4.11E+11,13501,0,60,20,,0,주건축물,135,89.01,65.93,202.19,202.19,149.77,19,기타조적구조,"조적조, 벽돌조, 조립식판넬조",1000,단독주택,"근린생활시설, 단독주택",10,(철근)콘크리트,"평스라브, 아스팔트슁글",0,1,9.6,3,0,0,0,0,0,202.19,0,0,0,0,0,0,1,11.5,19990317,19990322,19990702,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,1
4154,경기도 수원시 팔달구 매산로2가 82-3번지,41115,13500,0,82,3,10841186734,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로25번길 28-1 (매산로2가),,,,,0,4.11E+11,13501,0,28,1,,0,주건축물,238.5,173.08,72.57,585.83,585.83,245.63,21,철근콘크리트구조,"철근콘크리트구조, 경량철골구조",1000,단독주택,"단독주택(17가구), 제2종근린생활시설(종교집회장)",10,(철근)콘크리트,(철근)콘크리트,0,17,15.3,5,0,0,0,0,0,0,0,0,0,0,5,169.2,0,0,20020618,20020813,20030215,,,,,,1,,0,0,,0,,0,20220909,0,,매산동,5
4159,경기도 수원시 팔달구 매산로2가 83-4번지,41115,13500,0,83,4,10841172680,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로25번길 26 (매산로2가),,,,,0,4.11E+11,13501,0,26,0,,0,주건축물,108,85.17,78.86,272.52,272.52,252.33,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,제1종근생",10,(철근)콘크리트,"(철근)콘크리트,평지붕",0,3,12.1,3,0,0,0,0,0,272.52,0,0,0,0,1,19.79,0,0,20030624,20050623,20061103,2003,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,1
4163,경기도 수원시 팔달구 매산로2가 83-8번지,41115,13500,0,83,8,10841172289,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 33 (매산로2가),,,,,0,4.11E+11,13501,0,33,0,,0,주건축물,177,137.66,77.77,399.89,383.31,216.56,11,벽돌구조,연와조,1000,단독주택,다가구주택(7가구),10,(철근)콘크리트,스라브,0,7,9.7,3,1,0,0,0,0,0,0,0,0,0,2,23,0,0,19940318,19940415,19940913,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4164,경기도 수원시 팔달구 매산로2가 83-9번지,41115,13500,0,83,9,10841173933,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 35 (매산로2가),,,,,0,4.11E+11,13501,0,35,,,0,주건축물,234.2,164.94,70.43,503.55,503.55,215.01,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,90,기타지붕,기타지붕,0,1,11.9,4,0,0,0,0,0,0,0,0,0,0,0,0,4,153.45,20021227,20030318,20030731,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
4165,경기도 수원시 팔달구 매산로2가 83-10번지,41115,13500,0,83,10,10841169818,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 29-2 (매산로2가),,,,,0,4.11E+11,13501,0,29,2,,0,주건축물,192,141.16,73.52,433.98,433.98,226.03,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,다가구주택",10,(철근)콘크리트,(철근)콘크리트,0,8,12.3,4,0,0,0,0,0,433.98,0,0,0,0,0,0,6,69.5,20040731,20040809,20050304,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,6
4166,경기도 수원시 팔달구 매산로2가 83-11번지,41115,13500,0,83,11,10841173877,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 29-1 (매산로2가),,,,,0,4.11E+11,13501,0,29,1,,0,주건축물,127,83.75,65.94,83.27,83.27,65.57,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,10,(철근)콘크리트,"(철근)콘크리트,평지붕",0,1,4.3,1,0,0,0,0,0,83.27,0,0,0,0,0,0,1,11.5,20040629,20040630,20050901,2004,3770030,건축과,1201,신축신고,0,,0,0,,0,,0,20220909,0,,매산동,1
4176,경기도 수원시 팔달구 매산로2가 85-2번지,41115,13500,0,85,2,10841179779,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 17 (매산로2가),,,,,0,4.11E+11,13501,0,17,0,,0,주건축물,133,79.11,59.48,315.63,236.79,178.03,11,벽돌구조,연와조,1000,단독주택,단독주택(7가구),10,(철근)콘크리트,스라브,0,7,10.15,3,1,0,0,0,0,0,0,0,0,0,0,0,2,23,19960802,19960914,19970516,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4178,경기도 수원시 팔달구 매산로2가 85-5번지,41115,13500,0,85,5,10841170465,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 25-5 (매산로2가),,,,,0,4.11E+11,13501,0,25,5,,0,주건축물,170,91.48,53.81,252.29,252.29,148.41,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,8.5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20011215,20020305,20020718,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4179,경기도 수원시 팔달구 매산로2가 85-6번지,41115,13500,0,85,6,10841181310,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 25-3 (매산로2가),,,,,0,4.11E+11,13501,0,25,3,,0,주건축물,94,57.5,61.17,152.5,152.5,162.23,21,철근콘크리트구조,"철근콘크리트조, 조적조",1000,단독주택,단독주택(4가구),90,기타지붕,경사지붕,0,4,9.2,3,0,0,0,0,0,152.5,0,0,0,0,1,21.75,0,0,19970114,19970322,20001012,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,1
4180,경기도 수원시 팔달구 매산로2가 85-7번지,41115,13500,0,85,7,10841183941,1,일반,2,일반건축물,경기도 수원시 팔달구 갓매산로19번길 23 (매산로2가),,,,,1,4.11E+11,13501,0,23,0,,0,주건축물,157,112.82,71.86,316.61,316.61,201.66,21,철근콘크리트구조,라멘조 및 연와조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,5,9.9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19960708,19960802,19970412,,,,,,1,,0,0,,0,,0,20220909,0,,매산동,2
4187,경기도 수원시 팔달구 매산로2가 90-17번지,41115,13500,0,90,17,10841171044,1,일반,2,일반건축물,경기도 수원시 팔달구 권선로 467 (매산로2가),,,,,0,4.11E+11,13501,0,467,,,0,주건축물,489.2,275.1,56.23,768.54,768.54,157.1,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,"스라브, 칼라철판",0,0,10.38,3,0,0,0,0,0,768.54,0,0,0,0,0,0,5,57.5,19990623,19990728,19991026,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,5
4188,경기도 수원시 팔달구 매산로2가 90-18번지,41115,13500,0,90,18,10841186272,1,일반,2,일반건축물,경기도 수원시 팔달구 권선로 469 (매산로2가),송암빌딩,,,,0,4.11E+11,13501,0,469,,,0,주건축물,290.9,141.21,48.54,578.89,444.94,152.95,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,2,13.32,4,1,0,0,0,0,0,0,0,0,0,0,0,4,46,19990318,19990330,19990713,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
4196,경기도 수원시 팔달구 매산로2가 97-5번지,41115,13500,0,97,5,10841182987,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로20번길 9 (매산로2가),,,,,4,4.11E+11,13502,0,9,,,0,주건축물,472,392.52,83.16,1764.05,1374.73,291.26,21,철근콘크리트구조,라멘조,4000,제2종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,15.2,4,1,0,0,0,0,0,0,0,0,0,4,181.04,0,0,19900620,,19910109,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
4210,경기도 수원시 팔달구 매산로2가 99-4번지,41115,13500,0,99,4,10841179960,1,일반,2,일반건축물,경기도 수원시 팔달구 덕영대로943번길 36 (매산로2가),,,,,0,4.11E+11,13502,0,36,,,0,주건축물,154,124.48,80.83,193.71,193.71,125.79,21,철근콘크리트구조,"철근CONC조, 조적조",3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,9.1,2,0,0,0,0,0,0,0,0,0,0,1,11.25,0,0,19950630,19960725,19961026,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,1
4215,경기도 수원시 팔달구 매산로2가 99-8번지,41115,13500,0,99,8,10841174802,1,일반,2,일반건축물,경기도 수원시 팔달구 덕영대로943번길 24 (매산로2가),,,,,1,4.11E+11,13502,0,24,,,0,주건축물,317,162.4,51.23,543.08,417.22,131.61,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,평스라브,0,0,10.9,3,1,0,0,1,3.36,0,0,0,0,0,0,0,4,46,19961021,19970306,19971007,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
4224,경기도 수원시 팔달구 매산로2가 101-1번지,41115,13500,0,101,1,1.08E+13,2,집합,3,표제부,경기도 수원시 팔달구 매산로20번길 23 (매산로2가),,,,,0,4.11E+11,13502,0,23,,,0,주건축물,736,496.4,67.45,4382.84,3203.66,435.28,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"연립주택,근린생활시설",10,(철근)콘크리트,평스라브,15,0,27.5,8,2,2,0,0,0,4382.84,0,0,0,0,29,960.34,0,0,20080429,20080813,20120824,2008,3740146,도시경관과,1101,신축허가,5,,0,0,,0,,0,20220909,0,,매산동,29
4235,경기도 수원시 팔달구 매산로3가 9-8번지,41115,13600,0,9,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 9 (매산로3가),,,,,0,4.11E+11,13603,0,9,0,,0,주건축물,199,112.08,56.32,457.45,350.14,175.95,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택-3가구),제1종근린생활주택(소매점)",10,(철근)콘크리트,(철근)콘크리트,0,3,17.8,4,1,0,0,0,0,457.45,0,0,0,0,4,55.61,0,0,20110531,20110613,20120112,2011,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,4
4243,경기도 수원시 팔달구 매산로3가 10-6번지,41115,13600,0,10,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 13 (매산로3가),,,,,0,4.11E+11,13601,0,13,0,,0,주건축물,242,145.06,59.94,416.58,416.58,172.14,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,8,13.472,4,0,0,0,0,0,416.58,0,0,0,0,4,104.57,4,46,20150319,20150417,20151106,2015,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,8
4245,경기도 수원시 팔달구 매산로3가 10-12번지,41115,13600,0,10,12,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 21 (매산로3가),,,,,0,4.11E+11,13601,0,21,0,,0,주건축물,293,175.63,59.94,608.18,442.97,151.18,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택-8가구),10,(철근)콘크리트,(철근)콘크리트,0,8,10.8,3,1,0,0,0,0,608.18,0,0,0,0,7,80.5,1,11.5,20070629,20070703,20080114,2007,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,8
4250,경기도 수원시 팔달구 매산로3가 10-19번지,41115,13600,0,10,19,10841184346,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 27-8 (매산로3가),,,,,0,4.11E+11,13601,0,27,8,,0,주건축물,202,96.27,47.66,160.78,160.78,79.59,11,벽돌구조,연와조,4000,제2종근린생활시설,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,7.1,2,0,0,0,0,0,85.47,0,0,0,0,0,0,1,11.5,19750812,,19760528,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,1
4256,경기도 수원시 팔달구 매산로3가 11-6번지,41115,13600,0,11,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 9 (매산로3가),,,,,0,4.11E+11,13601,0,9,0,,0,주건축물,171,100.86,58.98,169.17,169.17,98.93,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(1가구),10,(철근)콘크리트,평스라브,0,1,7,2,0,0,0,0,0,169.17,0,0,0,0,0,0,1,12,20081024,20081027,20090317,2008,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,1
4259,경기도 수원시 팔달구 매산로3가 11-19번지,41115,13600,0,11,19,10841171336,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 12 (매산로3가),,,,,0,4.11E+11,13603,0,12,0,,0,주건축물,301,135.38,44.97,250.56,239.98,79.72,11,벽돌구조,조적조,1000,단독주택,"단독주택(3가구), 제2종근린생활시설",10,(철근)콘크리트,스라브,0,3,7.7,2,1,0,0,0,0,250.56,0,0,0,0,0,0,1,11.5,19750702,,19751222,,,,,,2,,0,0,,0,,0,20220909,0,,매산동,1
4260,경기도 수원시 팔달구 매산로3가 11-20번지,41115,13600,0,11,20,10841178101,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 14 (매산로3가),,,,,0,4.11E+11,13603,0,14,,,0,주건축물,214,128.16,59.89,521.88,396.72,185.38,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,90,기타지붕,기타지붕,0,14,12.6,4,1,0,0,0,0,521.88,0,0,0,0,0,0,5,115.92,20030908,20040223,20040922,2003,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,5
4264,경기도 수원시 팔달구 매산로3가 12-4번지,41115,13600,0,12,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 5 (매산로3가),,,,,0,4.11E+11,13601,0,5,0,,0,주건축물,208,124.11,59.67,391.42,391.42,188.18,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,5,12.4,4,0,0,0,0,0,391.42,0,0,0,0,5,74.48,0,0,20160711,20161017,20170608,2016,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,1,,매산동,5
4268,경기도 수원시 팔달구 매산로3가 12-14번지,41115,13600,0,12,14,10841175568,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 3 (매산로3가),,,,,0,4.11E+11,13601,0,3,0,,0,주건축물,292,105.8,36.23,233.22,223.04,76.38,11,벽돌구조,연와조,1000,단독주택,"단독주택, 근린생활시설",90,기타지붕,기타지붕,0,1,10.8,3,1,0,0,0,0,233.22,0,0,0,0,0,0,2,23.5,19761213,,19770425,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4277,경기도 수원시 팔달구 매산로3가 14-2번지,41115,13600,0,14,2,10841176463,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로15번길 12 (매산로3가),,,,,0,4.11E+11,13601,0,12,0,,0,주건축물,140,83.19,59.42,223.76,223.76,159.83,21,철근콘크리트구조,"철근콘크리트구조,벽식구조",1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,"(철근)콘크리트,평스라브",0,3,9.8,3,0,0,0,0,0,223.76,0,0,0,0,2,20.52,1,11.5,20070110,20070115,20070530,2007,,,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,3
4278,경기도 수원시 팔달구 매산로3가 14-4번지,41115,13600,0,14,4,10841170126,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 23-14 (매산로3가),,,,,0,4.11E+11,13603,0,23,14,,0,주건축물,258,153.11,59.34,518.89,396.68,153.75,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,다가구주택",10,(철근)콘크리트,(철근)콘크리트,0,19,10.3,3,1,0,0,0,0,518.89,0,0,0,0,0,0,5,58.5,20040427,20040504,20040907,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,5
4279,경기도 수원시 팔달구 매산로3가 14-5번지,41115,13600,0,14,5,10841177035,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 23-18 (매산로3가),,,,,0,4.11E+11,13603,0,23,18,,0,주건축물,238,127.71,53.66,434.87,329.84,138.59,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,다가구주택",10,(철근)콘크리트,(철근)콘크리트,0,17,10.3,3,1,0,0,0,0,434.87,0,0,0,0,0,0,4,47,20040427,20040504,20040907,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,4
4280,경기도 수원시 팔달구 매산로3가 14-8번지,41115,13600,0,14,8,10841186309,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 23-10 (매산로3가),,,,,0,4.11E+11,13603,0,23,10,,0,주건축물,230,124.28,54.03,433.81,325.39,141.47,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,다가구주택",10,(철근)콘크리트,(철근)콘크리트,0,18,10.3,3,1,0,0,0,0,433.81,0,0,0,0,0,0,4,47,20040427,20040504,20040907,2004,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,4
4281,경기도 수원시 팔달구 매산로3가 16-4번지,41115,13600,0,16,4,10841173043,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 27 (매산로3가),,,,,0,4.11E+11,13603,0,27,,,0,주건축물,627,437.94,69.85,2247.95,1810.01,288.68,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"업무시설(사무소),근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,21.8,5,1,1,0,0,0,2247.95,0,0,0,0,9,437.94,0,0,19920904,19920929,19930819,2005,,,1202,증축신고,0,,0,0,,0,,0,20220909,0,,매산동,9
4283,경기도 수원시 팔달구 매산로3가 16-6번지,41115,13600,0,16,6,10841181313,2,집합,3,표제부,경기도 수원시 팔달구 향교로 81 (매산로3가),,,,,0,4.11E+11,13605,0,81,,,0,주건축물,588,384.17,65.34,2830.87,2381.35,404.99,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"연립주택, 근린생활시설",10,(철근)콘크리트,스라브,44,0,23.7,7,1,1,0,0,0,2695.16,0,0,0,0,9,103.5,5,57.5,19910417,,19920201,,,,,,5,,0,0,,0,,0,20220909,0,,매산동,14
4286,경기도 수원시 팔달구 매산로3가 16-16번지,41115,13600,0,16,16,10841179034,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 23 (매산로3가),,,,,0,4.11E+11,13603,0,23,,,0,주건축물,1177,618.98,52.59,2472.22,2102.92,178.67,21,철근콘크리트구조,철근콘크리트조,9000,의료시설,의료시설(병원),10,(철근)콘크리트,"평스라브, 스라브위기와",0,0,17.85,4,1,1,0,0,0,2472.22,0,0,0,0,5,59,8,97,19841107,,19850703,,,,,,0,,0,0,,0,,0,20231025,0,,매산동,13
4287,경기도 수원시 팔달구 매산로3가 16-18번지,41115,13600,0,16,18,10841176195,1,일반,2,일반건축물,경기도 수원시 팔달구 향교로 83 (매산로3가),정한빌딩,,,,0,4.11E+11,13605,0,83,0,,0,주건축물,785,362.16,46.14,1270.77,1270.77,161.88,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,"제1종근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,13,14.5,4,0,1,0,0,0,0,0,0,0,0,0,0,10,115,20011219,20020108,20020801,,,,,,2,,0,0,,0,,0,20220909,0,,매산동,10
4291,경기도 수원시 팔달구 매산로3가 20-7번지,41115,13600,0,20,7,10841176639,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 17 (매산로3가),,,,,0,4.11E+11,13603,0,17,0,,0,주건축물,1362,419.4,30.79,2174.16,2067,151.76,21,철근콘크리트구조,철근콘크리트구조,5000,문화및집회시설,"문화및집회시설, 단독주택",10,(철근)콘크리트,(철근)콘크리트,0,2,21.7,5,1,1,0,0,0,0,0,0,0,0,0,0,20,240,20011128,20020406,20030106,,,,,,5,,0,0,,0,,0,20220909,0,,매산동,20
4292,경기도 수원시 팔달구 매산로3가 20-16번지,41115,13600,0,20,16,10841172217,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 23-5 (매산로3가),,,,,0,4.11E+11,13603,0,23,5,,0,주건축물,264,147.33,55.81,355.71,355.71,134.74,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1종근린생활시설, 단독주택",10,(철근)콘크리트,(철근)콘크리트,0,1,10.7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,23,20030331,20030404,20030818,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4293,경기도 수원시 팔달구 매산로3가 20-21번지,41115,13600,0,20,21,10841184414,1,일반,2,일반건축물,경기도 수원시 팔달구 효원로 19 (매산로3가),,,,,0,4.11E+11,13603,0,19,0,,0,주건축물,308.5,184.23,59.72,685.55,685.55,222.22,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택 외2,10,(철근)콘크리트,철근콘크리트(평스라브),0,7,14.6,4,0,0,0,0,0,685.55,0,0,0,0,3,26.58,2,23,20030320,20030329,20030818,2003,9760002,,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,5
4296,경기도 수원시 팔달구 매산로3가 23-4번지,41115,13600,0,23,4,10841171717,1,일반,2,일반건축물,경기도 수원시 팔달구 고화로 18 (매산로3가),,,,,1,4.11E+11,13602,0,18,0,,0,주건축물,193.3,115.74,59.88,215,202.14,104.57,11,벽돌구조,"연와조, 경량철골구조, 철근콘크리트구조",4000,제2종근린생활시설,"제2종근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,7.3,2,1,0,0,1,3.6,0,0,0,0,0,0,0,1,11.5,19770726,,19771119,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,1
4304,경기도 수원시 팔달구 매산로3가 27-8번지,41115,13600,0,27,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 향교로 56 (매산로3가),,,,,1,4.11E+11,13605,0,56,0,우재,0,주건축물,192,140.79,73.33,199.89,199.89,104.11,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,7.4,2,0,0,0,0,0,199.89,0,0,0,0,0,0,1,12.5,20210414,20210503,20220413,2021,3770030,건축과,1101,신축허가,0,,0,0,,0,,0,20220915,0,,매산동,1
4307,경기도 수원시 팔달구 매산로3가 28-9번지,41115,13600,0,28,9,10841178530,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 61-5 (매산로3가),,,,,0,4.11E+11,13606,0,61,5,,0,주건축물,264,115.32,43.68,257.52,230.64,87.36,21,철근콘크리트구조,"R.C조,조적조(옥탑)",4000,제2종근린생활시설,근린공공시설,10,(철근)콘크리트,스라브,0,0,8.4,2,1,0,0,0,0,0,0,0,0,0,0,0,2,23,19930709,19930903,19931224,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,2
4335,경기도 수원시 팔달구 매산로3가 39-1번지,41115,13600,0,39,1,10841178180,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 81 (매산로3가),,,,,0,4.11E+11,13606,0,81,0,,0,주건축물,322,238.5,79.01,1649.55,1427.95,443.46,21,철근콘크리트구조,철근 콘크리트조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,22.6,6,1,1,0,0,0,0,0,0,0,0,7,80.5,0,0,19921010,19921222,19940713,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,7
4336,경기도 수원시 팔달구 매산로3가 39-3번지,41115,13600,0,39,3,10841172585,1,일반,2,일반건축물,경기도 수원시 팔달구 매산로 79 (매산로3가),,,,,0,4.11E+11,13606,0,79,0,,0,주건축물,150,104.18,69.45,622.57,519.55,346.37,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,17.3,5,1,0,0,0,0,0,0,0,0,0,2,49.23,1,14.95,19920730,19930427,19940404,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,3
4342,경기도 수원시 팔달구 매산로3가 44-3번지,41115,13600,0,44,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 팔달구 향교로 88 (매산로3가),,,,,0,4.11E+11,13605,0,88,0,,0,주건축물,420,311.46,74.16,1652.51,1652.51,393.45,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,21.7,7,0,1,0,0,0,1652.51,0,0,0,0,12,138,0,0,20081010,20100318,20100730,2008,3740146,도시경관과,1101,신축허가,0,,0,0,,0,,0,20220909,0,,매산동,12
4344,경기도 수원시 팔달구 매산로3가 45-1번지,41115,13600,0,45,1,10841183235,1,일반,2,일반건축물,경기도 수원시 팔달구 향교로 100 (매산로3가),,,,,0,4.11E+11,13605,0,100,0,,0,주건축물,407,181.39,44.57,532.84,506.86,124.54,21,철근콘크리트구조,"철근콘크리트조, 경량철골조",4000,제2종근린생활시설,"근린생활시설, 단독주택",90,기타지붕,기타지붕,0,1,11.5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,57.5,19760409,,19761116,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,5
4346,경기도 수원시 팔달구 매산로3가 45-8번지,41115,13600,0,45,8,10841185295,1,일반,2,일반건축물,경기도 수원시 팔달구 향교로 98 (매산로3가),,,,,0,4.11E+11,13605,0,98,,,0,주건축물,156,117.28,75.3,494.36,457.73,294.29,21,철근콘크리트구조,철근콘크리트 및 연와조,1000,단독주택,주택 및 근린생활시설,10,(철근)콘크리트,평 스라브,0,1,14.1,4,1,0,0,0,0,0,0,0,0,0,4,56.4,0,0,19920610,19920629,19921130,,,,,,0,,0,0,,0,,0,20220909,0,,매산동,4
