대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,변환_행정동
경기도 수원시 권선구 세류동 42번지,41113,12600,0,42,0,10841101245.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,35.04,0.0,35.04,35.04,0.0,12.0,블록구조,세멘부록크조,01000,단독주택,주택,20.0,기와,스렛트가,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19660523.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 42-5번지,41113,12600,0,42,5,1084192096.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,62.14,0.0,122.3,122.3,0.0,21.0,철근콘크리트구조,"라멘조, 연와조",01000,단독주택,"주택, 점포",10.0,(철근)콘크리트,스라부즙,0,1,0.0,2,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19720504,,19720918.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 42-13번지,41113,12600,0,42,13,1084197651.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,130.68,0.0,392.04,261.36,0.0,21.0,철근콘크리트구조,라멘조,03000,제1종근린생활시설,"다방, 당구장, 소매점",10.0,(철근)콘크리트,스라브,0,0,0.0,2,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19850618,,19851224.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 42-36번지,41113,12600,0,42,36,10841101108.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,37.81,0.0,37.81,37.81,0.0,19.0,기타조적구조,토벽조,01000,단독주택,주택,90.0,기타지붕,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19690521,,19690630.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 63번지,41113,12600,0,63,0,1084184231.0,1,일반,2,일반건축물,경기도 수원시 권선구 세류로 78 (세류동),세류초등학교,,,,11,411133000000.0,12601.0,0,78.0,,,0,주건축물,19858.0,4439.5,22.36,11699.74,11415.29,57.48,21.0,철근콘크리트구조,철근콘크리트조,,,"교육연구시설(교사 1,2호동), 다목적교실(체육관)",10.0,(철근)콘크리트,스라브,0,0,17.75,4,0,1,0,0,0.0,11699.74,0,0.0,0,0.0,0,0.0,47,540.5,,,,,,,,,0,,0.0,0.0,,0.0,,0,20230817,0.0,,세류1동
경기도 수원시 권선구 세류동 70-7번지,41113,12600,0,70,7,1084185731.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,70.94,0.0,70.94,70.94,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 세멘부록크와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19600909.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 70-11번지,41113,12600,0,70,11,1084185808.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,161.2,84.25,52.26,165.04,165.04,102.38,11.0,벽돌구조,연와조,01000,단독주택,주택,10.0,(철근)콘크리트,스라브,0,1,4.3,2,0,0,0,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19830630,,19831021.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 70-13번지,41113,12600,0,70,13,1084190686.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,42.58,0.0,42.58,42.58,0.0,11.0,벽돌구조,세멘벽돌조,17000,공장,공장,20.0,기와,"와즙, 평가건",0,0,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19620710.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 71-1번지,41113,12600,0,71,1,1084184234.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,32.66,0.0,32.66,32.66,0.0,51.0,일반목구조,목조,01000,단독주택,주택,90.0,기타지붕,"초즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19540901.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 71-1번지,41113,12600,0,71,1,1084184235.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,40.36,0.0,40.36,40.36,0.0,51.0,일반목구조,목조,01000,단독주택,주택,90.0,기타지붕,"초즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,1935.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 72-2번지,41113,12600,0,72,2,1084199698.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,59.5,0.0,59.5,59.5,0.0,11.0,벽돌구조,세멘벽돌조,01000,단독주택,주택,20.0,기와,세멘와즙,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19710108.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 73번지,41113,12600,0,73,0,1084191086.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,58.64,0.0,58.64,58.64,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19400602.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 75-4번지,41113,12600,0,75,4,1084197013.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,50.78,0.0,50.78,50.78,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680229,,19680524.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 75-8번지,41113,12600,0,75,8,10841100769.0,1,일반,2,일반건축물,경기도 수원시 권선구 효원로 92 (세류동),,,,,2,411133000000.0,12601.0,0,92.0,,,0,주건축물,0.0,41.85,0.0,41.85,41.85,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680904,,19690225.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 75-9번지,41113,12600,0,75,9,1084194083.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,47.64,0.0,47.64,47.64,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680904,,19690225.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 75-11번지,41113,12600,0,75,11,1084193572.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,42.58,0.0,42.58,42.58,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680904,,19751202.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 75-15번지,41113,12600,0,75,15,10841101249.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,0.0,0.0,19.76,0.0,0.0,12.0,블록구조,세멘부럭조,01000,단독주택,주택,30.0,슬레이트,스레트,0,0,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19721018,,19751023.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 80-4번지,41113,12600,0,80,4,1084187095.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,38.12,0.0,38.12,38.12,0.0,19.0,기타조적구조,토벽조,01000,단독주택,주택,30.0,슬레이트,"스렛트즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680511,,,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-4번지,41113,12600,0,82,4,10841100000000.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 40 (세류동),,,,,0,411134000000.0,12601.0,0,40.0,,,0,주건축물,209.0,125.19,59.89,410.3,410.3,196.32,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"다가구주택, 근린생활시설",10.0,(철근)콘크리트,(철근)콘크리트,0,5,13.65,4,0,1,0,0,0.0,410.3,0,0.0,0,0.0,0,0.0,5,57.5,20170209,20180205,20180828.0,2017.0,3760030.0,건축과,1101.0,신축허가,1,,0.0,0.0,,0.0,,0,20220909,1.0,,세류3동
경기도 수원시 권선구 세류동 82-12번지,41113,12600,0,82,12,1084196015.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로545번길 21-5 (세류동),,,,,0,411134000000.0,12601.0,0,21.0,5.0,,0,주건축물,119.0,71.13,59.77,197.73,197.73,166.16,11.0,벽돌구조,연와조,01000,단독주택,주택(5가구),10.0,(철근)콘크리트,스라브,0,5,10.3,3,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,11.5,19960209,19960312,19960628.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-15번지,41113,12600,0,82,15,1084193393.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-7 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,7.0,,0,주건축물,118.0,70.52,59.76,199.31,185.71,157.38,11.0,벽돌구조,연와조,01000,단독주택,주택 5가구,10.0,(철근)콘크리트,스라브,0,5,9.6,3,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19930624,19930730,19931221.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-16번지,41113,12600,0,82,16,1084198570.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-9 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,9.0,,0,주건축물,155.0,91.95,59.32,245.52,152.7,98.51,11.0,벽돌구조,연와조,01000,단독주택,다가구주택(7),10.0,(철근)콘크리트,스라브,0,7,7.36,2,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,11.5,19930426,19930500,19931104.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-17번지,41113,12600,0,82,17,10841100000000.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-11 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,11.0,,0,주건축물,122.0,71.57,58.66,71.57,71.57,58.66,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,10.0,(철근)콘크리트,평스라브,0,1,4.3,1,0,0,0,0,0.0,71.57,0,0.0,0,0.0,0,0.0,1,11.5,20130225,20130305,20130513.0,2013.0,3760030.0,건축과,1201.0,신축신고,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-18번지,41113,12600,0,82,18,10841100000000.0,2,집합,3,표제부,경기도 수원시 권선구 권선로545번길 29-7 (세류동),.,,,,0,411134000000.0,12601.0,0,29.0,7.0,,0,주건축물,225.0,131.11,58.27,408.76,408.76,181.67,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,공동주택(도시형생활주택-원룸형주택),10.0,(철근)콘크리트,(철근)콘크리트,14,0,14.4,4,0,0,0,0,0.0,408.76,0,0.0,0,0.0,4,46.0,4,46.0,20160310,20161019,20170419.0,2016.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,1.0,,세류3동
경기도 수원시 권선구 세류동 82-19번지,41113,12600,0,82,19,10841100181.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로545번길 29-5 (세류동),,,,,0,411134000000.0,12601.0,0,29.0,5.0,,0,주건축물,0.0,105.41,0.0,223.14,208.93,0.0,11.0,벽돌구조,"연와조, 세멘부럭조",01000,단독주택,주택,10.0,(철근)콘크리트,스라브,0,5,0.0,2,1,0,0,1,0.99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19770322,,19770520.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-20번지,41113,12600,0,82,20,10841101728.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로545번길 21-6 (세류동),,,,,0,411134000000.0,12601.0,0,21.0,6.0,,0,주건축물,218.0,130.15,59.7,300.96,232.56,106.68,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,10.0,(철근)콘크리트,(철근)콘크리트,0,2,9.3,2,1,0,0,0,0.0,300.96,0,0.0,0,0.0,4,68.4,0,0.0,20040602,20040608,20040830.0,2004.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-21번지,41113,12600,0,82,21,10841100881.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로545번길 21-8 (세류동),,,,,0,411134000000.0,12601.0,0,21.0,8.0,,0,주건축물,221.0,112.4,59.17,335.51,335.51,151.81,19.0,기타조적구조,조적조,01000,단독주택,주택(7가구),10.0,(철근)콘크리트,스라브,0,7,9.9,3,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,2,23.0,19960604,19960615,19961203.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-22번지,41113,12600,0,82,22,10841100716.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 34-9 (세류동),,,,,0,411134000000.0,12601.0,0,34.0,9.0,,0,주건축물,200.0,113.96,56.98,293.01,193.03,96.52,11.0,벽돌구조,연와조,01000,단독주택,다가구주택,10.0,(철근)콘크리트,스라브,0,7,7.9,2,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,11.5,19930503,19930513,19930915.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 82-25번지,41113,12600,0,82,25,1084189380.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로545번길 29-12 (세류동),,,,,0,411134000000.0,12601.0,0,29.0,12.0,,0,주건축물,197.0,88.11,44.72,181.35,160.69,81.57,11.0,벽돌구조,연와조,01000,단독주택,주택,10.0,(철근)콘크리트,스라브,0,3,7.5,2,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19780724,19880914,19781014.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-3번지,41113,12600,0,83,3,10841100000000.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 28 (세류동),,,,,0,411134000000.0,12601.0,0,28.0,0.0,,0,주건축물,92.0,48.66,52.89,194.64,148.94,161.89,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택외1,10.0,(철근)콘크리트,(철근)콘크리트,0,2,13.6,4,0,0,0,0,0.0,194.64,0,0.0,0,0.0,0,0.0,2,23.0,20090902,20100329,20100916.0,2009.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,1.0,,세류3동
경기도 수원시 권선구 세류동 83-6번지,41113,12600,0,83,6,1084197040.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-8 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,8.0,,0,주건축물,182.0,108.76,59.75,320.16,291.18,159.98,19.0,기타조적구조,조적조(연와조),01000,단독주택,"주택, 근린생활시설",10.0,(철근)콘크리트,스라브,0,4,9.9,3,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19940411,19940415,19940720.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-7번지,41113,12600,0,83,7,1084190376.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-12 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,12.0,,0,주건축물,236.0,140.07,59.35,414.27,414.27,175.54,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"단독주택, 제1종근린생활시설",10.0,(철근)콘크리트,(철근)콘크리트,0,1,7.9,3,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,3,34.5,20030320,20030408,20030719.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-8번지,41113,12600,0,83,8,10841100000000.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 18-6 (세류동),,,,,0,411134000000.0,12601.0,0,18.0,6.0,,0,주건축물,170.0,101.52,59.72,301.12,301.12,177.13,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(다가구주택),10.0,(철근)콘크리트,경사지붕,0,6,14.06,4,0,0,0,0,0.0,301.12,0,0.0,0,0.0,5,57.5,1,11.5,20161212,20161228,20170804.0,2016.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,1.0,,세류3동
경기도 수원시 권선구 세류동 83-9번지,41113,12600,0,83,9,1084188992.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로 541-13 (세류동),,,,,0,411133000000.0,12601.0,0,541.0,13.0,,0,주건축물,132.0,76.86,58.23,199.17,129.79,98.33,11.0,벽돌구조,연와조,01000,단독주택,주택(5가구),10.0,(철근)콘크리트,스라브,0,5,7.3,2,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19930226,19930305,19930522.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-16번지,41113,12600,0,83,16,1084191389.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,51.57,0.0,51.57,51.57,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,세멘와가,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19700406,,19731010.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 83-19번지,41113,12600,0,83,19,1084186037.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 14-1 (세류동),,,,,0,411134000000.0,12601.0,0,14.0,1.0,,0,주건축물,169.0,97.56,57.73,265.2,244.62,144.75,11.0,벽돌구조,벽돌구조,01000,단독주택,단독주택외1,10.0,(철근)콘크리트,(철근)콘크리트,0,4,8.7,3,1,0,0,0,0.0,265.2,0,0.0,0,0.0,0,0.0,1,0.0,19930302,19930331,20060426.0,1993.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-24번지,41113,12600,0,83,24,1084191240.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로 541-11 (세류동),,,,,1,411133000000.0,12601.0,0,541.0,11.0,,0,주건축물,0.0,61.42,0.0,61.42,61.42,0.0,11.0,벽돌구조,연와조,01000,단독주택,주택,20.0,기와,세멘와즙,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19730813,,19731016.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-26번지,41113,12600,0,83,26,1084191717.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 14-3 (세류동),,,,,0,411134000000.0,12601.0,0,14.0,3.0,,0,주건축물,0.0,48.93,0.0,48.93,48.93,0.0,11.0,벽돌구조,세멘벽돌조,01000,단독주택,주택,10.0,(철근)콘크리트,스라부즙,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19711111,,19730402.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류3동
경기도 수원시 권선구 세류동 83-32번지,41113,12600,0,83,32,10841100000000.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로537번길 26-6 (세류동),,,,,0,411134000000.0,12601.0,0,26.0,6.0,,0,주건축물,90.0,53.82,59.8,178.29,178.29,198.1,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,10.0,(철근)콘크리트,(철근)콘크리트,0,2,13.9,4,0,0,0,0,0.0,178.29,0,0.0,0,0.0,0,0.0,2,23.0,20090902,20100329,20100916.0,2009.0,3760030.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0,20220909,1.0,,세류3동
경기도 수원시 권선구 세류동 85번지,41113,12600,0,85,0,1084184242.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,7.2,0.0,7.2,7.2,0.0,51.0,일반목구조,목조,01000,단독주택,주택,20.0,기와,"와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19520901.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 85번지,41113,12600,0,85,0,1084184243.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,17.85,0.0,17.85,17.85,0.0,11.0,벽돌구조,세멘벽돌조,01000,단독주택,주택,10.0,(철근)콘크리트,스라브,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19720304,,19721128.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 85-96번지,41113,12600,0,85,96,1084190374.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,51.8,0.0,51.8,51.8,0.0,11.0,벽돌구조,연와조,01000,단독주택,주택,20.0,기와,"세멘와즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19690722,,19691218.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 85-264번지,41113,12600,0,85,264,1084184245.0,1,일반,2,일반건축물,경기도 수원시 권선구 세류로66번길 11 (세류동),,,,,1,411134000000.0,12601.0,0,11.0,,,0,주건축물,0.0,232.99,0.0,465.98,465.98,0.0,11.0,벽돌구조,연와조,06000,종교시설,교회,90.0,기타지붕,"옥단즙, 이층건",0,0,0.0,2,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19681202,,19731228.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류1동
경기도 수원시 권선구 세류동 85-264번지,41113,12600,0,85,264,1084184246.0,1,일반,2,일반건축물,경기도 수원시 권선구 세류로66번길 11 (세류동),,,,,1,411134000000.0,12601.0,0,11.0,,,0,주건축물,0.0,303.57,0.0,668.3,649.12,0.0,11.0,벽돌구조,연와조,06000,종교시설,교회,10.0,(철근)콘크리트,"스라브, 스레트",0,0,0.0,3,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19730818,,19731227.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류1동
경기도 수원시 권선구 세류동 85-264번지,41113,12600,0,85,264,1084184244.0,1,일반,2,일반건축물,경기도 수원시 권선구 세류로66번길 11 (세류동),,,,,1,411134000000.0,12601.0,0,11.0,,,0,주건축물,0.0,213.81,0.0,375.79,213.81,0.0,11.0,벽돌구조,연와조,10000,교육연구시설,"교육관, 주택",10.0,(철근)콘크리트,스라브,0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19750324,,19751023.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류1동
경기도 수원시 권선구 세류동 86번지,41113,12600,0,86,0,1084189753.0,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0.0,52.53,0.0,52.53,52.53,0.0,51.0,일반목구조,목조,01000,단독주택,주택,90.0,기타지붕,"초즙, 평가건",0,1,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,19400420.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 89-4번지,41113,12600,0,89,4,1084190114.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로 527 (세류동),,,,,0,411133000000.0,12601.0,0,527.0,0.0,,0,주건축물,0.0,0.0,0.0,47.34,0.0,0.0,51.0,일반목구조,목조,01000,단독주택,주택,,,"와즙, 평가건",0,0,0.0,1,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19680511,,19680620.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,매핑실패
경기도 수원시 권선구 세류동 90-9번지,41113,12600,0,90,9,1084189909.0,1,일반,2,일반건축물,경기도 수원시 권선구 권선로 532 (세류동),,,,,0,411133000000.0,12601.0,0,532.0,,,0,주건축물,342.97,202.72,59.1,1013.6,810.88,236.43,21.0,철근콘크리트구조,"철근콘크리트라멘조, 연와조",04000,제2종근린생활시설,"근린생활시설, 다가구주택",10.0,(철근)콘크리트,스라브,0,3,16.9,4,1,0,0,0,0.0,0.0,0,0.0,0,0.0,2,53.27,3,41.4,19920825,19920917,19930211.0,,,,,,0,,0.0,0.0,,0.0,,0,20220909,0.0,,세류1동
